Payer,Recipent,Trans
ch,us,0
ch,vn,0
cn,ar,0
cn,as,0
cn,au,0
cn,be,0
cn,ch,0
cn,cn,0
cn,cr,0
cn,dn,0
cn,fn,0
cn,fr,0
cn,ge,0
cn,hk,0
cn,hu,0
cn,in,0
cn,ir,0
cn,it,0
cn,ja,0
cn,ko,0
cn,lb,0
cn,ma,0
cn,ne,0
cn,nz,0
cn,ph,0
cn,pl,0
cn,qa,0
cn,ru,0
cn,sa,0
cn,se,0
cn,si,0
cn,sp,0
cn,sr,0
cn,st,0
cn,sw,0
cn,sz,0
cn,th,0
cn,tu,0
cn,ua,0
cn,uh,0
cn,uk,0
cn,us,690674
cn,vn,0
cr,ar,0
cr,as,0
cr,au,0
cr,be,0
cr,ch,0
cr,cn,0
cr,cr,0
cr,dn,0
cr,fn,0
cr,fr,9033
cr,ge,0
cr,hk,0
cr,hu,0
cr,in,0
cr,ir,0
cr,it,0
cr,ja,0
cr,ko,0
cr,lb,0
cr,ma,0
cr,ne,0
cr,nz,0
cr,ph,0
cr,pl,0
cr,qa,0
cr,ru,0
cr,sa,0
cr,se,0
cr,si,0
cr,sp,0
cr,sr,0
cr,st,0
cr,sw,0
cr,sz,0
cr,th,0
cr,tu,0
cr,ua,0
cr,uh,0
cr,uk,0
cr,us,0
cr,vn,0
dn,ar,0
dn,as,0
dn,au,0
dn,be,0
dn,ch,0
dn,cn,0
dn,cr,0
dn,dn,0
dn,fn,0
dn,fr,44461
dn,ge,0
dn,hk,0
dn,hu,0
dn,in,0
dn,ir,0
dn,it,0
dn,ja,0
dn,ko,0
dn,lb,0
dn,ma,0
dn,ne,0
dn,nz,0
dn,ph,0
dn,pl,0
dn,qa,0
dn,ru,0
dn,sa,0
dn,se,0
dn,si,0
dn,sp,0
dn,sr,0
dn,st,0
dn,sw,0
dn,sz,0
dn,th,0
dn,tu,0
dn,ua,0
dn,uh,0
dn,uk,0
dn,us,0
dn,vn,0
fn,ar,0
fn,as,0
fn,au,0
fn,be,0
fn,ch,0
fn,cn,0
fn,cr,0
fn,dn,0
fn,fn,0
fn,fr,350032
fn,ge,0
fn,hk,0
fn,hu,0
fn,in,0
fn,ir,0
fn,it,0
fn,ja,0
fn,ko,0
fn,lb,0
fn,ma,0
fn,ne,0
fn,nz,0
fn,ph,0
fn,pl,0
fn,qa,0
fn,ru,0
fn,sa,0
fn,se,0
fn,si,0
fn,sp,0
fn,sr,0
fn,st,0
fn,sw,0
fn,sz,0
fn,th,0
fn,tu,0
fn,ua,0
fn,uh,0
fn,uk,0
fn,us,0
fn,vn,0
fr,ar,0
fr,as,0
fr,au,0
fr,be,0
fr,ch,0
fr,cn,0
fr,cr,0
fr,dn,0
fr,fn,0
fr,fr,4348466
fr,ge,0
fr,hk,0
fr,hu,0
fr,in,0
fr,ir,0
fr,it,0
fr,ja,0
fr,ko,0
fr,lb,0
fr,ma,0
fr,ne,0
fr,nz,0
fr,ph,0
fr,pl,0
fr,qa,0
fr,ru,0
fr,sa,0
fr,se,0
fr,si,0
fr,sp,0
fr,sr,0
fr,st,0
fr,sw,0
fr,sz,0
fr,th,0
fr,tu,0
fr,ua,0
fr,uh,0
fr,uk,0
fr,us,7123197
fr,vn,0
ge,ar,0
ge,as,0
ge,au,0
ge,be,0
ge,ch,0
ge,cn,0
ge,cr,0
ge,dn,0
ge,fn,0
ge,fr,1617851
ge,ge,0
ge,hk,0
ge,hu,0
ge,in,0
ge,ir,0
ge,it,0
ge,ja,0
ge,ko,0
ge,lb,0
ge,ma,0
ge,ne,0
ge,nz,0
ge,ph,0
ge,pl,0
ge,qa,0
ge,ru,0
ge,sa,0
ge,se,0
ge,si,0
ge,sp,0
ge,sr,0
ge,st,0
ge,sw,0
ge,sz,0
ge,th,0
ge,tu,0
ge,ua,0
ge,uh,0
ge,uk,0
ge,us,0
ge,vn,0
hk,ar,0
hk,as,0
hk,au,0
hk,be,0
hk,ch,0
hk,cn,0
hk,cr,0
hk,dn,0
hk,fn,0
hk,fr,0
hk,ge,0
hk,hk,0
hk,hu,0
hk,in,0
hk,ir,0
hk,it,0
hk,ja,0
hk,ko,0
hk,lb,0
hk,ma,0
hk,ne,253638
hk,nz,0
hk,ph,0
hk,pl,0
hk,qa,0
hk,ru,0
hk,sa,0
hk,se,0
hk,si,101265
hk,sp,0
hk,sr,0
hk,st,0
hk,sw,0
hk,sz,0
hk,th,0
hk,tu,0
hk,ua,0
hk,uh,0
hk,uk,0
hk,us,0
hk,vn,0
hu,ar,0
hu,as,0
hu,au,0
hu,be,0
hu,ch,0
hu,cn,0
hu,cr,0
hu,dn,0
hu,fn,0
hu,fr,17590
hu,ge,0
hu,hk,0
hu,hu,0
hu,in,0
hu,ir,0
hu,it,0
hu,ja,0
hu,ko,0
hu,lb,0
hu,ma,0
hu,ne,0
hu,nz,0
hu,ph,0
hu,pl,0
hu,qa,0
hu,ru,0
hu,sa,0
hu,se,0
hu,si,0
hu,sp,0
hu,sr,0
hu,st,0
hu,sw,0
hu,sz,0
hu,th,0
hu,tu,0
hu,ua,0
hu,uh,0
hu,uk,0
hu,us,0
hu,vn,0
in,ar,0
in,as,0
in,au,0
in,be,0
in,ch,0
in,cn,0
in,cr,0
in,dn,0
in,fn,0
in,fr,0
in,ge,0
in,hk,0
in,hu,0
in,in,0
in,ir,0
in,it,0
in,ja,0
in,ko,0
in,lb,0
in,ma,0
in,ne,186816
in,nz,0
in,ph,0
in,pl,0
in,qa,0
in,ru,0
in,sa,0
in,se,0
in,si,0
in,sp,0
in,sr,0
in,st,0
in,sw,0
in,sz,0
in,th,0
in,tu,0
in,ua,0
in,uh,0
in,uk,0
in,us,0
in,vn,0
ir,ar,0
ir,as,0
ir,au,0
ir,be,0
ir,ch,0
ir,cn,0
ir,cr,0
ir,dn,0
ir,fn,0
ir,fr,175243
ir,ge,0
ir,hk,0
ir,hu,0
ir,in,0
ir,ir,0
ir,it,0
ir,ja,0
ir,ko,0
ir,lb,0
ir,ma,0
ir,ne,0
ir,nz,0
ir,ph,0
ir,pl,0
ir,qa,0
ir,ru,0
ir,sa,0
ir,se,0
ir,si,0
ir,sp,0
ir,sr,0
ir,st,0
ir,sw,0
ir,sz,0
ir,th,0
ir,tu,0
ir,ua,0
ir,uh,0
ir,uk,0
ir,us,0
ir,vn,0
it,ar,0
it,as,0
it,au,0
it,be,0
it,ch,0
it,cn,0
it,cr,0
it,dn,0
it,fn,0
it,fr,361977
it,ge,0
it,hk,0
it,hu,0
it,in,0
it,ir,0
it,it,0
it,ja,0
it,ko,0
it,lb,0
it,ma,0
it,ne,0
it,nz,0
it,ph,0
it,pl,0
it,qa,0
it,ru,0
it,sa,0
it,se,0
it,si,0
it,sp,0
it,sr,0
it,st,0
it,sw,0
it,sz,0
it,th,0
it,tu,0
it,ua,0
it,uh,0
it,uk,0
it,us,0
it,vn,0
ja,ar,0
ja,as,0
ja,au,0
ja,be,0
ja,ch,0
ja,cn,0
ja,cr,0
ja,dn,0
ja,fn,0
ja,fr,0
ja,ge,0
ja,hk,0
ja,hu,0
ja,in,0
ja,ir,0
ja,it,0
ja,ja,0
ja,ko,0
ja,lb,0
ja,ma,0
ja,ne,771919
ja,nz,0
ja,ph,0
ja,pl,0
ja,qa,0
ja,ru,0
ja,sa,0
ja,se,0
ja,si,0
ja,sp,0
ja,sr,0
ja,st,0
ja,sw,0
ja,sz,0
ja,th,0
ja,tu,0
ja,ua,0
ja,uh,0
ja,uk,0
ja,us,102131
ja,vn,0
ko,ar,0
ko,as,0
ko,au,0
ko,be,0
ko,ch,0
ko,cn,0
ko,cr,0
ko,dn,0
ko,fn,0
ko,fr,0
ko,ge,0
ko,hk,0
ko,hu,0
ko,in,0
ko,ir,0
ko,it,0
ko,ja,0
ko,ko,0
ko,lb,0
ko,ma,0
ko,ne,892717
ko,nz,0
ko,ph,0
ko,pl,0
ko,qa,0
ko,ru,0
ko,sa,0
ko,se,0
ko,si,0
ko,sp,0
ko,sr,0
ko,st,0
ko,sw,0
ko,sz,0
ko,th,0
ko,tu,0
ko,ua,0
ko,uh,0
ko,uk,0
ko,us,0
ko,vn,0
lb,ar,0
lb,as,0
lb,au,0
lb,be,0
lb,ch,0
lb,cn,0
lb,cr,0
lb,dn,0
lb,fn,0
lb,fr,31231
lb,ge,0
lb,hk,0
lb,hu,0
lb,in,0
lb,ir,0
lb,it,0
lb,ja,0
lb,ko,0
lb,lb,0
lb,ma,0
lb,ne,0
lb,nz,0
lb,ph,0
lb,pl,0
lb,qa,0
lb,ru,0
lb,sa,0
lb,se,0
lb,si,0
lb,sp,0
lb,sr,0
lb,st,0
lb,sw,0
lb,sz,0
lb,th,0
lb,tu,0
lb,ua,0
lb,uh,0
lb,uk,0
lb,us,0
lb,vn,0
ma,ar,0
ma,as,0
ma,au,0
ma,be,0
ma,ch,0
ma,cn,0
ma,cr,0
ma,dn,0
ma,fn,0
ma,fr,0
ma,ge,0
ma,hk,0
ma,hu,0
ma,in,0
ma,ir,0
ma,it,0
ma,ja,0
ma,ko,0
ma,lb,0
ma,ma,0
ma,ne,127263
ma,nz,0
ma,ph,0
ma,pl,0
ma,qa,0
ma,ru,0
ma,sa,0
ma,se,0
ma,si,0
ma,sp,0
ma,sr,0
ma,st,0
ma,sw,0
ma,sz,0
ma,th,0
ma,tu,0
ma,ua,0
ma,uh,0
ma,uk,0
ma,us,0
ma,vn,0
ne,ar,0
ne,as,0
ne,au,0
ne,be,0
ne,ch,0
ne,cn,0
ne,cr,0
ne,dn,0
ne,fn,0
ne,fr,1339078
ne,ge,0
ne,hk,0
ne,hu,0
ne,in,0
ne,ir,0
ne,it,0
ne,ja,0
ne,ko,0
ne,lb,0
ne,ma,0
ne,ne,0
ne,nz,0
ne,ph,0
ne,pl,0
ne,qa,0
ne,ru,0
ne,sa,0
ne,se,0
ne,si,0
ne,sp,0
ne,sr,0
ne,st,0
ne,sw,0
ne,sz,0
ne,th,0
ne,tu,0
ne,ua,0
ne,uh,0
ne,uk,0
ne,us,1698779
ne,vn,0
nz,ar,0
nz,as,0
nz,au,0
nz,be,0
nz,ch,0
nz,cn,0
nz,cr,0
nz,dn,0
nz,fn,0
nz,fr,0
nz,ge,0
nz,hk,0
nz,hu,0
nz,in,0
nz,ir,0
nz,it,0
nz,ja,0
nz,ko,0
nz,lb,0
nz,ma,0
nz,ne,282321
nz,nz,0
nz,ph,0
nz,pl,0
nz,qa,0
nz,ru,0
nz,sa,0
nz,se,0
nz,si,0
nz,sp,0
nz,sr,0
nz,st,0
nz,sw,0
nz,sz,0
nz,th,0
nz,tu,0
nz,ua,0
nz,uh,0
nz,uk,0
nz,us,0
nz,vn,0
ph,ar,0
ph,as,0
ph,au,0
ph,be,0
ph,ch,0
ph,cn,0
ph,cr,0
ph,dn,0
ph,fn,0
ph,fr,0
ph,ge,0
ph,hk,0
ph,hu,0
ph,in,0
ph,ir,0
ph,it,0
ph,ja,0
ph,ko,0
ph,lb,0
ph,ma,0
ph,ne,215542
ph,nz,0
ph,ph,0
ph,pl,0
ph,qa,0
ph,ru,0
ph,sa,0
ph,se,0
ph,si,0
ph,sp,0
ph,sr,0
ph,st,0
ph,sw,0
ph,sz,0
ph,th,0
ph,tu,0
ph,ua,0
ph,uh,0
ph,uk,0
ph,us,0
ph,vn,0
pl,ar,0
pl,as,0
pl,au,0
pl,be,0
pl,ch,0
pl,cn,0
pl,cr,0
pl,dn,0
pl,fn,0
pl,fr,200083
pl,ge,0
pl,hk,0
pl,hu,0
pl,in,0
pl,ir,0
pl,it,0
pl,ja,0
pl,ko,0
pl,lb,0
pl,ma,0
pl,ne,0
pl,nz,0
pl,ph,0
pl,pl,0
pl,qa,0
pl,ru,0
pl,sa,0
pl,se,0
pl,si,0
pl,sp,0
pl,sr,0
pl,st,0
pl,sw,0
pl,sz,0
pl,th,0
pl,tu,0
pl,ua,0
pl,uh,0
pl,uk,0
pl,us,0
pl,vn,0
qa,ar,0
qa,as,0
qa,au,0
qa,be,0
qa,ch,0
qa,cn,0
qa,cr,0
qa,dn,0
qa,fn,0
qa,fr,86628
qa,ge,0
qa,hk,0
qa,hu,0
qa,in,0
qa,ir,0
qa,it,0
qa,ja,0
qa,ko,0
qa,lb,0
qa,ma,0
qa,ne,0
qa,nz,0
qa,ph,0
qa,pl,0
qa,qa,0
qa,ru,0
qa,sa,0
qa,se,0
qa,si,0
qa,sp,0
qa,sr,0
qa,st,0
qa,sw,0
qa,sz,0
qa,th,0
qa,tu,0
qa,ua,0
qa,uh,0
qa,uk,0
qa,us,0
qa,vn,0
ru,ar,0
ru,as,0
ru,au,0
ru,be,0
ru,ch,0
ru,cn,0
ru,cr,0
ru,dn,0
ru,fn,0
ru,fr,215129
ru,ge,0
ru,hk,0
ru,hu,0
ru,in,0
ru,ir,0
ru,it,0
ru,ja,0
ru,ko,0
ru,lb,0
ru,ma,0
ru,ne,0
ru,nz,0
ru,ph,0
ru,pl,0
ru,qa,0
ru,ru,0
ru,sa,0
ru,se,0
ru,si,0
ru,sp,0
ru,sr,0
ru,st,0
ru,sw,0
ru,sz,0
ru,th,0
ru,tu,0
ru,ua,0
ru,uh,0
ru,uk,0
ru,us,0
ru,vn,0
sa,ar,0
sa,as,0
sa,au,0
sa,be,0
sa,ch,0
sa,cn,0
sa,cr,0
sa,dn,0
sa,fn,0
sa,fr,0
sa,ge,0
sa,hk,0
sa,hu,0
sa,in,0
sa,ir,0
sa,it,0
sa,ja,0
sa,ko,0
sa,lb,0
sa,ma,0
sa,ne,472810
sa,nz,0
sa,ph,0
sa,pl,0
sa,qa,0
sa,ru,0
sa,sa,471183
sa,se,0
sa,si,0
sa,sp,0
sa,sr,0
sa,st,0
sa,sw,0
sa,sz,0
sa,th,0
sa,tu,0
sa,ua,0
sa,uh,0
sa,uk,0
sa,us,0
sa,vn,0
se,ar,0
se,as,0
se,au,0
se,be,0
se,ch,0
se,cn,0
se,cr,0
se,dn,0
se,fn,0
se,fr,41425
se,ge,0
se,hk,0
se,hu,0
se,in,0
se,ir,0
se,it,0
se,ja,0
se,ko,0
se,lb,0
se,ma,0
se,ne,0
se,nz,0
se,ph,0
se,pl,0
se,qa,0
se,ru,0
se,sa,0
se,se,0
se,si,0
se,sp,0
se,sr,0
se,st,0
se,sw,0
se,sz,0
se,th,0
se,tu,0
se,ua,0
se,uh,0
se,uk,0
se,us,0
se,vn,0
si,ar,0
si,as,0
si,au,0
si,be,0
si,ch,0
si,cn,0
si,cr,0
si,dn,0
si,fn,0
si,fr,0
si,ge,0
si,hk,0
si,hu,0
si,in,0
si,ir,0
si,it,0
si,ja,0
si,ko,0
si,lb,0
si,ma,0
si,ne,1086169
si,nz,0
si,ph,0
si,pl,0
si,qa,0
si,ru,0
si,sa,0
si,se,0
si,si,701044
si,sp,0
si,sr,0
si,st,0
si,sw,0
si,sz,0
si,th,0
si,tu,0
si,ua,0
si,uh,0
si,uk,0
si,us,0
si,vn,0
sp,ar,0
sp,as,0
sp,au,0
sp,be,0
sp,ch,0
sp,cn,0
sp,cr,0
sp,dn,0
sp,fn,0
sp,fr,362077
sp,ge,0
sp,hk,0
sp,hu,0
sp,in,0
sp,ir,0
sp,it,0
sp,ja,0
sp,ko,0
sp,lb,0
sp,ma,0
sp,ne,0
sp,nz,0
sp,ph,0
sp,pl,0
sp,qa,0
sp,ru,0
sp,sa,0
sp,se,0
sp,si,0
sp,sp,0
sp,sr,0
sp,st,0
sp,sw,0
sp,sz,0
sp,th,0
sp,tu,0
sp,ua,0
sp,uh,0
sp,uk,0
sp,us,0
sp,vn,0
sr,ar,0
sr,as,0
sr,au,0
sr,be,0
sr,ch,0
sr,cn,0
sr,cr,0
sr,dn,0
sr,fn,0
sr,fr,45051
sr,ge,0
sr,hk,0
sr,hu,0
sr,in,0
sr,ir,0
sr,it,0
sr,ja,0
sr,ko,0
sr,lb,0
sr,ma,0
sr,ne,0
sr,nz,0
sr,ph,0
sr,pl,0
sr,qa,0
sr,ru,0
sr,sa,0
sr,se,0
sr,si,0
sr,sp,0
sr,sr,0
sr,st,0
sr,sw,0
sr,sz,0
sr,th,0
sr,tu,0
sr,ua,0
sr,uh,0
sr,uk,0
sr,us,0
sr,vn,0
st,ar,0
st,as,0
st,au,0
st,be,0
st,ch,0
st,cn,0
st,cr,0
st,dn,0
st,fn,0
st,fr,94567
st,ge,0
st,hk,0
st,hu,0
st,in,0
st,ir,0
st,it,0
st,ja,0
st,ko,0
st,lb,0
st,ma,0
st,ne,0
st,nz,0
st,ph,0
st,pl,0
st,qa,0
st,ru,0
st,sa,0
st,se,0
st,si,0
st,sp,0
st,sr,0
st,st,0
st,sw,0
st,sz,0
st,th,0
st,tu,0
st,ua,0
st,uh,0
st,uk,0
st,us,0
st,vn,0
sw,ar,0
sw,as,0
sw,au,0
sw,be,0
sw,ch,0
sw,cn,0
sw,cr,0
sw,dn,0
sw,fn,0
sw,fr,131296
sw,ge,0
sw,hk,0
sw,hu,0
sw,in,0
sw,ir,0
sw,it,0
sw,ja,0
sw,ko,0
sw,lb,0
sw,ma,0
sw,ne,0
sw,nz,0
sw,ph,0
sw,pl,0
sw,qa,0
sw,ru,0
sw,sa,0
sw,se,0
sw,si,0
sw,sp,0
sw,sr,0
sw,st,0
sw,sw,0
sw,sz,0
sw,th,0
sw,tu,0
sw,ua,0
sw,uh,0
sw,uk,0
sw,us,0
sw,vn,0
sz,ar,0
sz,as,0
sz,au,0
sz,be,0
sz,ch,0
sz,cn,0
sz,cr,0
sz,dn,0
sz,fn,0
sz,fr,193624
sz,ge,0
sz,hk,0
sz,hu,0
sz,in,0
sz,ir,0
sz,it,0
sz,ja,0
sz,ko,0
sz,lb,0
sz,ma,0
sz,ne,0
sz,nz,0
sz,ph,0
sz,pl,0
sz,qa,0
sz,ru,0
sz,sa,0
sz,se,0
sz,si,0
sz,sp,0
sz,sr,0
sz,st,0
sz,sw,0
sz,sz,0
sz,th,0
sz,tu,0
sz,ua,0
sz,uh,0
sz,uk,0
sz,us,0
sz,vn,0
th,ar,0
th,as,0
th,au,0
th,be,0
th,ch,0
th,cn,0
th,cr,0
th,dn,0
th,fn,0
th,fr,0
th,ge,0
th,hk,0
th,hu,0
th,in,0
th,ir,0
th,it,0
th,ja,0
th,ko,0
th,lb,0
th,ma,0
th,ne,422878
th,nz,0
th,ph,0
th,pl,0
th,qa,0
th,ru,0
th,sa,0
th,se,0
th,si,0
th,sp,0
th,sr,0
th,st,0
th,sw,0
th,sz,0
th,th,0
th,tu,0
th,ua,0
th,uh,0
th,uk,0
th,us,0
th,vn,0
tu,ar,0
tu,as,0
tu,au,0
tu,be,0
tu,ch,0
tu,cn,0
tu,cr,0
tu,dn,0
tu,fn,0
tu,fr,567887
tu,ge,0
tu,hk,0
tu,hu,0
tu,in,0
tu,ir,0
tu,it,0
tu,ja,0
tu,ko,0
tu,lb,0
tu,ma,0
tu,ne,0
tu,nz,0
tu,ph,0
tu,pl,0
tu,qa,0
tu,ru,0
tu,sa,0
tu,se,0
tu,si,0
tu,sp,0
tu,sr,0
tu,st,0
tu,sw,0
tu,sz,0
tu,th,0
tu,tu,0
tu,ua,0
tu,uh,0
tu,uk,0
tu,us,0
tu,vn,0
ua,ar,0
ua,as,0
ua,au,0
ua,be,0
ua,ch,0
ua,cn,0
ua,cr,0
ua,dn,0
ua,fn,0
ua,fr,556156
ua,ge,0
ua,hk,0
ua,hu,0
ua,in,0
ua,ir,0
ua,it,0
ua,ja,0
ua,ko,0
ua,lb,0
ua,ma,0
ua,ne,0
ua,nz,0
ua,ph,0
ua,pl,0
ua,qa,0
ua,ru,0
ua,sa,0
ua,se,0
ua,si,0
ua,sp,0
ua,sr,0
ua,st,0
ua,sw,0
ua,sz,0
ua,th,0
ua,tu,0
ua,ua,0
ua,uh,0
ua,uk,0
ua,us,0
ua,vn,0
uh,ar,0
uh,as,0
uh,au,0
uh,be,0
uh,ch,0
uh,cn,0
uh,cr,0
uh,dn,0
uh,fn,0
uh,fr,15040
uh,ge,0
uh,hk,0
uh,hu,0
uh,in,0
uh,ir,0
uh,it,0
uh,ja,0
uh,ko,0
uh,lb,0
uh,ma,0
uh,ne,0
uh,nz,0
uh,ph,0
uh,pl,0
uh,qa,0
uh,ru,0
uh,sa,0
uh,se,0
uh,si,0
uh,sp,0
uh,sr,0
uh,st,0
uh,sw,0
uh,sz,0
uh,th,0
uh,tu,0
uh,ua,0
uh,uh,0
uh,uk,0
uh,us,0
uh,vn,0
uk,ar,0
uk,as,0
uk,au,0
uk,be,0
uk,ch,0
uk,cn,0
uk,cr,0
uk,dn,0
uk,fn,0
uk,fr,2517168
uk,ge,0
uk,hk,0
uk,hu,0
uk,in,0
uk,ir,0
uk,it,0
uk,ja,0
uk,ko,0
uk,lb,0
uk,ma,0
uk,ne,0
uk,nz,0
uk,ph,0
uk,pl,0
uk,qa,0
uk,ru,0
uk,sa,0
uk,se,0
uk,si,0
uk,sp,0
uk,sr,0
uk,st,0
uk,sw,0
uk,sz,0
uk,th,0
uk,tu,0
uk,ua,0
uk,uh,0
uk,uk,1886712
uk,us,0
uk,vn,0
us,ar,0
us,as,0
us,au,0
us,be,0
us,ch,0
us,cn,0
us,cr,0
us,dn,0
us,fn,0
us,fr,0
us,ge,0
us,hk,0
us,hu,0
us,in,0
us,ir,0
us,it,0
us,ja,0
us,ko,0
us,lb,0
us,ma,0
us,ne,0
us,nz,0
us,ph,0
us,pl,0
us,qa,0
us,ru,0
us,sa,0
us,se,0
us,si,0
us,sp,0
us,sr,0
us,st,0
us,sw,0
us,sz,0
us,th,0
us,tu,0
us,ua,0
us,uh,0
us,uk,0
us,us,66935436
us,vn,0
vn,ar,0
vn,as,0
vn,au,0
vn,be,0
vn,ch,0
vn,cn,0
vn,cr,0
vn,dn,0
vn,fn,0
vn,fr,0
vn,ge,0
vn,hk,0
vn,hu,0
vn,in,0
vn,ir,0
vn,it,0
vn,ja,0
vn,ko,0
vn,lb,0
vn,ma,0
vn,ne,90631
vn,nz,0
vn,ph,0
vn,pl,0
vn,qa,0
vn,ru,0
vn,sa,0
vn,se,0
vn,si,0
vn,sp,0
vn,sr,0
vn,st,0
vn,sw,0
vn,sz,0
vn,th,0
vn,tu,0
vn,ua,0
vn,uh,0
vn,uk,0
vn,us,0
vn,vn,0
