Payer,Recipent,Trans
et,us,0
et,xt,0
fn,as,0
fn,au,0
fn,be,0
fn,ch,0
fn,cl,0
fn,cz,0
fn,dn,0
fn,et,0
fn,fn,0
fn,fr,0
fn,ge,0
fn,gr,0
fn,hk,0
fn,hu,0
fn,id,0
fn,in,0
fn,ir,0
fn,it,0
fn,la,0
fn,lt,0
fn,ma,0
fn,me,0
fn,ne,0
fn,no,0
fn,nz,0
fn,ph,0
fn,pl,0
fn,ro,0
fn,sa,0
fn,si,0
fn,sl,0
fn,sp,0
fn,sr,0
fn,sw,0
fn,sz,0
fn,th,0
fn,tw,0
fn,ua,0
fn,uk,672332
fn,us,0
fn,xt,0
fr,as,0
fr,au,0
fr,be,0
fr,ch,0
fr,cl,0
fr,cz,0
fr,dn,0
fr,et,0
fr,fn,0
fr,fr,0
fr,ge,0
fr,gr,0
fr,hk,0
fr,hu,0
fr,id,0
fr,in,0
fr,ir,0
fr,it,0
fr,la,0
fr,lt,0
fr,ma,0
fr,me,0
fr,ne,0
fr,no,0
fr,nz,0
fr,ph,0
fr,pl,0
fr,ro,0
fr,sa,0
fr,si,0
fr,sl,0
fr,sp,0
fr,sr,0
fr,sw,0
fr,sz,0
fr,th,0
fr,tw,0
fr,ua,0
fr,uk,1799638
fr,us,0
fr,xt,0
ge,as,0
ge,au,0
ge,be,0
ge,ch,0
ge,cl,0
ge,cz,0
ge,dn,0
ge,et,0
ge,fn,0
ge,fr,0
ge,ge,0
ge,gr,0
ge,hk,0
ge,hu,0
ge,id,0
ge,in,0
ge,ir,0
ge,it,0
ge,la,0
ge,lt,0
ge,ma,0
ge,me,0
ge,ne,0
ge,no,0
ge,nz,0
ge,ph,0
ge,pl,0
ge,ro,0
ge,sa,0
ge,si,0
ge,sl,0
ge,sp,0
ge,sr,0
ge,sw,0
ge,sz,0
ge,th,0
ge,tw,0
ge,ua,0
ge,uk,4566806
ge,us,0
ge,xt,0
gr,as,0
gr,au,0
gr,be,0
gr,ch,0
gr,cl,0
gr,cz,0
gr,dn,0
gr,et,0
gr,fn,0
gr,fr,0
gr,ge,0
gr,gr,0
gr,hk,0
gr,hu,0
gr,id,0
gr,in,0
gr,ir,0
gr,it,0
gr,la,0
gr,lt,0
gr,ma,0
gr,me,0
gr,ne,0
gr,no,0
gr,nz,0
gr,ph,0
gr,pl,0
gr,ro,0
gr,sa,0
gr,si,0
gr,sl,0
gr,sp,0
gr,sr,0
gr,sw,0
gr,sz,0
gr,th,0
gr,tw,0
gr,ua,0
gr,uk,321771
gr,us,0
gr,xt,0
hk,as,0
hk,au,0
hk,be,0
hk,ch,0
hk,cl,0
hk,cz,0
hk,dn,0
hk,et,0
hk,fn,0
hk,fr,0
hk,ge,0
hk,gr,0
hk,hk,0
hk,hu,0
hk,id,0
hk,in,0
hk,ir,0
hk,it,0
hk,la,0
hk,lt,0
hk,ma,0
hk,me,0
hk,ne,0
hk,no,0
hk,nz,0
hk,ph,0
hk,pl,0
hk,ro,0
hk,sa,0
hk,si,799573
hk,sl,0
hk,sp,0
hk,sr,0
hk,sw,0
hk,sz,0
hk,th,0
hk,tw,0
hk,ua,0
hk,uk,0
hk,us,0
hk,xt,0
hu,as,0
hu,au,0
hu,be,0
hu,ch,0
hu,cl,0
hu,cz,0
hu,dn,0
hu,et,0
hu,fn,0
hu,fr,0
hu,ge,0
hu,gr,0
hu,hk,0
hu,hu,0
hu,id,0
hu,in,0
hu,ir,0
hu,it,0
hu,la,0
hu,lt,0
hu,ma,0
hu,me,0
hu,ne,0
hu,no,0
hu,nz,0
hu,ph,0
hu,pl,0
hu,ro,0
hu,sa,0
hu,si,0
hu,sl,0
hu,sp,0
hu,sr,0
hu,sw,0
hu,sz,0
hu,th,0
hu,tw,0
hu,ua,0
hu,uk,306869
hu,us,0
hu,xt,0
id,as,0
id,au,0
id,be,0
id,ch,0
id,cl,0
id,cz,0
id,dn,0
id,et,0
id,fn,0
id,fr,0
id,ge,0
id,gr,0
id,hk,0
id,hu,0
id,id,0
id,in,0
id,ir,0
id,it,0
id,la,0
id,lt,0
id,ma,0
id,me,0
id,ne,0
id,no,0
id,nz,0
id,ph,0
id,pl,0
id,ro,0
id,sa,0
id,si,149717
id,sl,0
id,sp,0
id,sr,0
id,sw,0
id,sz,0
id,th,0
id,tw,0
id,ua,0
id,uk,0
id,us,0
id,xt,0
in,as,0
in,au,0
in,be,0
in,ch,0
in,cl,0
in,cz,0
in,dn,0
in,et,0
in,fn,0
in,fr,0
in,ge,0
in,gr,0
in,hk,0
in,hu,0
in,id,0
in,in,0
in,ir,0
in,it,0
in,la,0
in,lt,0
in,ma,0
in,me,0
in,ne,0
in,no,0
in,nz,0
in,ph,0
in,pl,0
in,ro,0
in,sa,0
in,si,478939
in,sl,0
in,sp,0
in,sr,0
in,sw,0
in,sz,0
in,th,0
in,tw,0
in,ua,0
in,uk,0
in,us,0
in,xt,0
ir,as,0
ir,au,0
ir,be,0
ir,ch,0
ir,cl,0
ir,cz,0
ir,dn,0
ir,et,0
ir,fn,0
ir,fr,0
ir,ge,0
ir,gr,0
ir,hk,0
ir,hu,0
ir,id,0
ir,in,0
ir,ir,0
ir,it,0
ir,la,0
ir,lt,0
ir,ma,0
ir,me,0
ir,ne,0
ir,no,0
ir,nz,0
ir,ph,0
ir,pl,0
ir,ro,0
ir,sa,0
ir,si,0
ir,sl,0
ir,sp,0
ir,sr,0
ir,sw,0
ir,sz,0
ir,th,0
ir,tw,0
ir,ua,0
ir,uk,394114
ir,us,0
ir,xt,0
it,as,0
it,au,0
it,be,0
it,ch,0
it,cl,0
it,cz,0
it,dn,0
it,et,0
it,fn,0
it,fr,0
it,ge,0
it,gr,0
it,hk,0
it,hu,0
it,id,0
it,in,0
it,ir,0
it,it,0
it,la,0
it,lt,0
it,ma,0
it,me,0
it,ne,0
it,no,0
it,nz,0
it,ph,0
it,pl,0
it,ro,0
it,sa,0
it,si,0
it,sl,0
it,sp,0
it,sr,0
it,sw,0
it,sz,0
it,th,0
it,tw,0
it,ua,0
it,uk,1425840
it,us,0
it,xt,0
la,as,0
la,au,0
la,be,0
la,ch,0
la,cl,0
la,cz,0
la,dn,0
la,et,0
la,fn,0
la,fr,0
la,ge,0
la,gr,0
la,hk,0
la,hu,0
la,id,0
la,in,0
la,ir,0
la,it,0
la,la,0
la,lt,0
la,ma,0
la,me,0
la,ne,0
la,no,0
la,nz,0
la,ph,0
la,pl,0
la,ro,0
la,sa,0
la,si,0
la,sl,0
la,sp,0
la,sr,0
la,sw,0
la,sz,0
la,th,0
la,tw,0
la,ua,0
la,uk,70086
la,us,0
la,xt,0
lt,as,0
lt,au,0
lt,be,0
lt,ch,0
lt,cl,0
lt,cz,0
lt,dn,0
lt,et,0
lt,fn,0
lt,fr,0
lt,ge,0
lt,gr,0
lt,hk,0
lt,hu,0
lt,id,0
lt,in,0
lt,ir,0
lt,it,0
lt,la,0
lt,lt,0
lt,ma,0
lt,me,0
lt,ne,0
lt,no,0
lt,nz,0
lt,ph,0
lt,pl,0
lt,ro,0
lt,sa,0
lt,si,0
lt,sl,0
lt,sp,0
lt,sr,0
lt,sw,0
lt,sz,0
lt,th,0
lt,tw,0
lt,ua,0
lt,uk,96959
lt,us,0
lt,xt,0
ma,as,0
ma,au,0
ma,be,0
ma,ch,0
ma,cl,0
ma,cz,0
ma,dn,0
ma,et,0
ma,fn,0
ma,fr,0
ma,ge,0
ma,gr,0
ma,hk,0
ma,hu,0
ma,id,0
ma,in,0
ma,ir,0
ma,it,0
ma,la,0
ma,lt,0
ma,ma,0
ma,me,0
ma,ne,0
ma,no,0
ma,nz,0
ma,ph,0
ma,pl,0
ma,ro,0
ma,sa,0
ma,si,315881
ma,sl,0
ma,sp,0
ma,sr,0
ma,sw,0
ma,sz,0
ma,th,0
ma,tw,0
ma,ua,0
ma,uk,0
ma,us,0
ma,xt,0
me,as,0
me,au,0
me,be,0
me,ch,0
me,cl,0
me,cz,0
me,dn,0
me,et,0
me,fn,0
me,fr,0
me,ge,0
me,gr,0
me,hk,0
me,hu,0
me,id,0
me,in,0
me,ir,0
me,it,0
me,la,0
me,lt,0
me,ma,0
me,me,0
me,ne,0
me,no,0
me,nz,0
me,ph,0
me,pl,0
me,ro,0
me,sa,0
me,si,0
me,sl,0
me,sp,0
me,sr,0
me,sw,0
me,sz,0
me,th,0
me,tw,0
me,ua,0
me,uk,0
me,us,655306
me,xt,0
ne,as,0
ne,au,0
ne,be,0
ne,ch,0
ne,cl,0
ne,cz,0
ne,dn,0
ne,et,0
ne,fn,0
ne,fr,0
ne,ge,0
ne,gr,0
ne,hk,0
ne,hu,0
ne,id,0
ne,in,0
ne,ir,0
ne,it,0
ne,la,0
ne,lt,0
ne,ma,0
ne,me,0
ne,ne,0
ne,no,0
ne,nz,0
ne,ph,0
ne,pl,0
ne,ro,0
ne,sa,0
ne,si,0
ne,sl,0
ne,sp,0
ne,sr,0
ne,sw,0
ne,sz,0
ne,th,0
ne,tw,0
ne,ua,0
ne,uk,584002
ne,us,0
ne,xt,0
no,as,0
no,au,0
no,be,0
no,ch,0
no,cl,0
no,cz,0
no,dn,0
no,et,0
no,fn,0
no,fr,0
no,ge,0
no,gr,0
no,hk,0
no,hu,0
no,id,0
no,in,0
no,ir,0
no,it,0
no,la,0
no,lt,0
no,ma,0
no,me,0
no,ne,0
no,no,0
no,nz,0
no,ph,0
no,pl,0
no,ro,0
no,sa,0
no,si,0
no,sl,0
no,sp,0
no,sr,0
no,sw,0
no,sz,0
no,th,0
no,tw,0
no,ua,0
no,uk,576531
no,us,0
no,xt,0
nz,as,0
nz,au,0
nz,be,0
nz,ch,0
nz,cl,0
nz,cz,0
nz,dn,0
nz,et,0
nz,fn,0
nz,fr,0
nz,ge,0
nz,gr,0
nz,hk,0
nz,hu,0
nz,id,0
nz,in,0
nz,ir,0
nz,it,0
nz,la,0
nz,lt,0
nz,ma,0
nz,me,0
nz,ne,0
nz,no,0
nz,nz,0
nz,ph,0
nz,pl,0
nz,ro,0
nz,sa,0
nz,si,1091366
nz,sl,0
nz,sp,0
nz,sr,0
nz,sw,0
nz,sz,0
nz,th,0
nz,tw,0
nz,ua,0
nz,uk,0
nz,us,0
nz,xt,0
ph,as,0
ph,au,0
ph,be,0
ph,ch,0
ph,cl,0
ph,cz,0
ph,dn,0
ph,et,0
ph,fn,0
ph,fr,0
ph,ge,0
ph,gr,0
ph,hk,0
ph,hu,0
ph,id,0
ph,in,0
ph,ir,0
ph,it,0
ph,la,0
ph,lt,0
ph,ma,0
ph,me,0
ph,ne,0
ph,no,0
ph,nz,0
ph,ph,0
ph,pl,0
ph,ro,0
ph,sa,0
ph,si,120039
ph,sl,0
ph,sp,0
ph,sr,0
ph,sw,0
ph,sz,0
ph,th,0
ph,tw,0
ph,ua,0
ph,uk,0
ph,us,0
ph,xt,0
pl,as,0
pl,au,0
pl,be,0
pl,ch,0
pl,cl,0
pl,cz,0
pl,dn,0
pl,et,0
pl,fn,0
pl,fr,0
pl,ge,0
pl,gr,0
pl,hk,0
pl,hu,0
pl,id,0
pl,in,0
pl,ir,0
pl,it,0
pl,la,0
pl,lt,0
pl,ma,0
pl,me,0
pl,ne,0
pl,no,0
pl,nz,0
pl,ph,0
pl,pl,0
pl,ro,0
pl,sa,0
pl,si,0
pl,sl,0
pl,sp,0
pl,sr,0
pl,sw,0
pl,sz,0
pl,th,0
pl,tw,0
pl,ua,0
pl,uk,831598
pl,us,0
pl,xt,0
ro,as,0
ro,au,0
ro,be,0
ro,ch,0
ro,cl,0
ro,cz,0
ro,dn,0
ro,et,0
ro,fn,0
ro,fr,0
ro,ge,0
ro,gr,0
ro,hk,0
ro,hu,0
ro,id,0
ro,in,0
ro,ir,0
ro,it,0
ro,la,0
ro,lt,0
ro,ma,0
ro,me,0
ro,ne,0
ro,no,0
ro,nz,0
ro,ph,0
ro,pl,0
ro,ro,0
ro,sa,0
ro,si,0
ro,sl,0
ro,sp,0
ro,sr,0
ro,sw,0
ro,sz,0
ro,th,0
ro,tw,0
ro,ua,0
ro,uk,103225
ro,us,0
ro,xt,0
sa,as,0
sa,au,0
sa,be,0
sa,ch,0
sa,cl,0
sa,cz,0
sa,dn,0
sa,et,0
sa,fn,0
sa,fr,0
sa,ge,0
sa,gr,0
sa,hk,0
sa,hu,0
sa,id,0
sa,in,0
sa,ir,0
sa,it,0
sa,la,0
sa,lt,0
sa,ma,0
sa,me,0
sa,ne,0
sa,no,0
sa,nz,0
sa,ph,0
sa,pl,0
sa,ro,0
sa,sa,204168
sa,si,0
sa,sl,0
sa,sp,0
sa,sr,0
sa,sw,0
sa,sz,0
sa,th,0
sa,tw,0
sa,ua,0
sa,uk,0
sa,us,0
sa,xt,0
si,as,0
si,au,0
si,be,0
si,ch,0
si,cl,0
si,cz,0
si,dn,0
si,et,0
si,fn,0
si,fr,0
si,ge,0
si,gr,0
si,hk,0
si,hu,0
si,id,0
si,in,0
si,ir,0
si,it,0
si,la,0
si,lt,0
si,ma,0
si,me,0
si,ne,0
si,no,0
si,nz,0
si,ph,0
si,pl,0
si,ro,0
si,sa,0
si,si,469126
si,sl,0
si,sp,0
si,sr,0
si,sw,0
si,sz,0
si,th,0
si,tw,0
si,ua,0
si,uk,0
si,us,0
si,xt,0
sl,as,0
sl,au,0
sl,be,0
sl,ch,0
sl,cl,0
sl,cz,0
sl,dn,0
sl,et,0
sl,fn,0
sl,fr,0
sl,ge,0
sl,gr,0
sl,hk,0
sl,hu,0
sl,id,0
sl,in,0
sl,ir,0
sl,it,0
sl,la,0
sl,lt,0
sl,ma,0
sl,me,0
sl,ne,0
sl,no,0
sl,nz,0
sl,ph,0
sl,pl,0
sl,ro,0
sl,sa,0
sl,si,0
sl,sl,0
sl,sp,0
sl,sr,0
sl,sw,0
sl,sz,0
sl,th,0
sl,tw,0
sl,ua,0
sl,uk,85428
sl,us,0
sl,xt,0
sp,as,0
sp,au,0
sp,be,0
sp,ch,0
sp,cl,0
sp,cz,0
sp,dn,0
sp,et,0
sp,fn,0
sp,fr,0
sp,ge,0
sp,gr,0
sp,hk,0
sp,hu,0
sp,id,0
sp,in,0
sp,ir,0
sp,it,0
sp,la,0
sp,lt,0
sp,ma,0
sp,me,0
sp,ne,0
sp,no,0
sp,nz,0
sp,ph,0
sp,pl,0
sp,ro,0
sp,sa,0
sp,si,0
sp,sl,0
sp,sp,0
sp,sr,0
sp,sw,0
sp,sz,0
sp,th,0
sp,tw,0
sp,ua,0
sp,uk,1438678
sp,us,0
sp,xt,0
sr,as,0
sr,au,0
sr,be,0
sr,ch,0
sr,cl,0
sr,cz,0
sr,dn,0
sr,et,0
sr,fn,0
sr,fr,0
sr,ge,0
sr,gr,0
sr,hk,0
sr,hu,0
sr,id,0
sr,in,0
sr,ir,0
sr,it,0
sr,la,0
sr,lt,0
sr,ma,0
sr,me,0
sr,ne,0
sr,no,0
sr,nz,0
sr,ph,0
sr,pl,0
sr,ro,0
sr,sa,0
sr,si,0
sr,sl,0
sr,sp,0
sr,sr,0
sr,sw,0
sr,sz,0
sr,th,0
sr,tw,0
sr,ua,0
sr,uk,422122
sr,us,0
sr,xt,0
sw,as,0
sw,au,0
sw,be,0
sw,ch,0
sw,cl,0
sw,cz,0
sw,dn,0
sw,et,0
sw,fn,0
sw,fr,0
sw,ge,0
sw,gr,0
sw,hk,0
sw,hu,0
sw,id,0
sw,in,0
sw,ir,0
sw,it,0
sw,la,0
sw,lt,0
sw,ma,0
sw,me,0
sw,ne,0
sw,no,0
sw,nz,0
sw,ph,0
sw,pl,0
sw,ro,0
sw,sa,0
sw,si,0
sw,sl,0
sw,sp,0
sw,sr,0
sw,sw,0
sw,sz,0
sw,th,0
sw,tw,0
sw,ua,0
sw,uk,806498
sw,us,0
sw,xt,0
sz,as,0
sz,au,0
sz,be,0
sz,ch,0
sz,cl,0
sz,cz,0
sz,dn,0
sz,et,0
sz,fn,0
sz,fr,0
sz,ge,0
sz,gr,0
sz,hk,0
sz,hu,0
sz,id,0
sz,in,0
sz,ir,0
sz,it,0
sz,la,0
sz,lt,0
sz,ma,0
sz,me,0
sz,ne,0
sz,no,0
sz,nz,0
sz,ph,0
sz,pl,0
sz,ro,0
sz,sa,0
sz,si,0
sz,sl,0
sz,sp,0
sz,sr,0
sz,sw,0
sz,sz,0
sz,th,0
sz,tw,0
sz,ua,0
sz,uk,172670
sz,us,0
sz,xt,0
th,as,0
th,au,0
th,be,0
th,ch,0
th,cl,0
th,cz,0
th,dn,0
th,et,0
th,fn,0
th,fr,0
th,ge,0
th,gr,0
th,hk,0
th,hu,0
th,id,0
th,in,0
th,ir,0
th,it,0
th,la,0
th,lt,0
th,ma,0
th,me,0
th,ne,0
th,no,0
th,nz,0
th,ph,0
th,pl,0
th,ro,0
th,sa,0
th,si,601085
th,sl,0
th,sp,0
th,sr,0
th,sw,0
th,sz,0
th,th,0
th,tw,0
th,ua,0
th,uk,0
th,us,0
th,xt,0
tw,as,0
tw,au,0
tw,be,0
tw,ch,0
tw,cl,0
tw,cz,0
tw,dn,0
tw,et,0
tw,fn,0
tw,fr,0
tw,ge,0
tw,gr,0
tw,hk,0
tw,hu,0
tw,id,0
tw,in,0
tw,ir,0
tw,it,0
tw,la,0
tw,lt,0
tw,ma,0
tw,me,0
tw,ne,0
tw,no,0
tw,nz,0
tw,ph,0
tw,pl,0
tw,ro,0
tw,sa,0
tw,si,348034
tw,sl,0
tw,sp,0
tw,sr,0
tw,sw,0
tw,sz,0
tw,th,0
tw,tw,0
tw,ua,0
tw,uk,0
tw,us,0
tw,xt,0
ua,as,0
ua,au,0
ua,be,0
ua,ch,0
ua,cl,0
ua,cz,0
ua,dn,0
ua,et,0
ua,fn,0
ua,fr,0
ua,ge,0
ua,gr,0
ua,hk,0
ua,hu,0
ua,id,0
ua,in,0
ua,ir,0
ua,it,0
ua,la,0
ua,lt,0
ua,ma,0
ua,me,0
ua,ne,0
ua,no,0
ua,nz,0
ua,ph,0
ua,pl,0
ua,ro,0
ua,sa,0
ua,si,0
ua,sl,0
ua,sp,0
ua,sr,0
ua,sw,0
ua,sz,0
ua,th,0
ua,tw,0
ua,ua,0
ua,uk,3261491
ua,us,0
ua,xt,0
uk,as,0
uk,au,0
uk,be,0
uk,ch,0
uk,cl,0
uk,cz,0
uk,dn,0
uk,et,0
uk,fn,0
uk,fr,0
uk,ge,0
uk,gr,0
uk,hk,0
uk,hu,0
uk,id,0
uk,in,0
uk,ir,0
uk,it,0
uk,la,0
uk,lt,0
uk,ma,0
uk,me,0
uk,ne,0
uk,no,0
uk,nz,0
uk,ph,0
uk,pl,0
uk,ro,0
uk,sa,0
uk,si,0
uk,sl,0
uk,sp,0
uk,sr,0
uk,sw,0
uk,sz,0
uk,th,0
uk,tw,0
uk,ua,0
uk,uk,10739690
uk,us,0
uk,xt,0
us,as,0
us,au,0
us,be,0
us,ch,0
us,cl,0
us,cz,0
us,dn,0
us,et,0
us,fn,0
us,fr,0
us,ge,0
us,gr,0
us,hk,0
us,hu,0
us,id,0
us,in,0
us,ir,0
us,it,0
us,la,0
us,lt,0
us,ma,0
us,me,0
us,ne,0
us,no,0
us,nz,0
us,ph,0
us,pl,0
us,ro,0
us,sa,0
us,si,0
us,sl,0
us,sp,0
us,sr,0
us,sw,0
us,sz,0
us,th,0
us,tw,0
us,ua,0
us,uk,0
us,us,66160145
us,xt,0
xt,as,0
xt,au,0
xt,be,0
xt,ch,0
xt,cl,0
xt,cz,0
xt,dn,0
xt,et,0
xt,fn,0
xt,fr,0
xt,ge,0
xt,gr,0
xt,hk,0
xt,hu,0
xt,id,0
xt,in,0
xt,ir,0
xt,it,0
xt,la,0
xt,lt,0
xt,ma,0
xt,me,0
xt,ne,0
xt,no,0
xt,nz,0
xt,ph,0
xt,pl,0
xt,ro,0
xt,sa,0
xt,si,0
xt,sl,0
xt,sp,0
xt,sr,0
xt,sw,0
xt,sz,0
xt,th,0
xt,tw,0
xt,ua,0
xt,uk,696896
xt,us,0
xt,xt,0
