payor,recipient,trans
Belgium,Taiwan,0
Belgium,UAE,0
Belgium,United_Kingdom,175391
Belgium,United_States,167183
Belgium,Vietnam,0
Brazil,Austria,0
Brazil,Australia,0
Brazil,Belgium,0
Brazil,Brazil,0
Brazil,China,0
Brazil,Chile,0
Brazil,Canada,0
Brazil,Croatia,0
Brazil,Czech_Republic,0
Brazil,Egypt,0
Brazil,France,0
Brazil,Germany,0
Brazil,Greece,0
Brazil,Hong_Kong,0
Brazil,Indonesia,0
Brazil,India,0
Brazil,Ireland,0
Brazil,Italy,0
Brazil,Japan,0
Brazil,Korea,0
Brazil,Malaysia,0
Brazil,Mexico,0
Brazil,Netherlands,0
Brazil,New_Zealand,0
Brazil,Puerto_Rico,0
Brazil,Philippines,0
Brazil,Poland,0
Brazil,Portugal,0
Brazil,Pakistan,0
Brazil,Russia,0
Brazil,South_Africa,0
Brazil,Singapore,0
Brazil,Spain,0
Brazil,Saudi_Arabic,0
Brazil,Thailand,0
Brazil,Taiwan,0
Brazil,UAE,0
Brazil,United_Kingdom,85793
Brazil,United_States,0
Brazil,Vietnam,0
China,Austria,0
China,Australia,0
China,Belgium,0
China,Brazil,0
China,China,820930
China,Chile,0
China,Canada,0
China,Croatia,0
China,Czech_Republic,0
China,Egypt,0
China,France,10374
China,Germany,0
China,Greece,0
China,Hong_Kong,0
China,Indonesia,0
China,India,0
China,Ireland,0
China,Italy,0
China,Japan,0
China,Korea,0
China,Malaysia,0
China,Mexico,0
China,Netherlands,0
China,New_Zealand,0
China,Puerto_Rico,0
China,Philippines,0
China,Poland,0
China,Portugal,0
China,Pakistan,0
China,Russia,0
China,South_Africa,0
China,Singapore,1345706
China,Spain,0
China,Saudi_Arabic,0
China,Thailand,0
China,Taiwan,0
China,UAE,0
China,United_Kingdom,419959
China,United_States,0
China,Vietnam,0
Chile,Austria,0
Chile,Australia,0
Chile,Belgium,0
Chile,Brazil,0
Chile,China,0
Chile,Chile,0
Chile,Canada,0
Chile,Croatia,0
Chile,Czech_Republic,0
Chile,Egypt,0
Chile,France,0
Chile,Germany,0
Chile,Greece,0
Chile,Hong_Kong,0
Chile,Indonesia,0
Chile,India,0
Chile,Ireland,0
Chile,Italy,0
Chile,Japan,0
Chile,Korea,0
Chile,Malaysia,0
Chile,Mexico,0
Chile,Netherlands,0
Chile,New_Zealand,0
Chile,Puerto_Rico,0
Chile,Philippines,0
Chile,Poland,0
Chile,Portugal,0
Chile,Pakistan,0
Chile,Russia,0
Chile,South_Africa,0
Chile,Singapore,0
Chile,Spain,0
Chile,Saudi_Arabic,0
Chile,Thailand,0
Chile,Taiwan,0
Chile,UAE,0
Chile,United_Kingdom,9244
Chile,United_States,0
Chile,Vietnam,0
Canada,Austria,0
Canada,Australia,0
Canada,Belgium,0
Canada,Brazil,0
Canada,China,0
Canada,Chile,0
Canada,Canada,0
Canada,Croatia,0
Canada,Czech_Republic,0
Canada,Egypt,0
Canada,France,0
Canada,Germany,0
Canada,Greece,0
Canada,Hong_Kong,0
Canada,Indonesia,0
Canada,India,0
Canada,Ireland,0
Canada,Italy,0
Canada,Japan,0
Canada,Korea,0
Canada,Malaysia,0
Canada,Mexico,0
Canada,Netherlands,0
Canada,New_Zealand,0
Canada,Puerto_Rico,0
Canada,Philippines,0
Canada,Poland,0
Canada,Portugal,0
Canada,Pakistan,0
Canada,Russia,0
Canada,South_Africa,0
Canada,Singapore,0
Canada,Spain,0
Canada,Saudi_Arabic,0
Canada,Thailand,0
Canada,Taiwan,0
Canada,UAE,0
Canada,United_Kingdom,131978
Canada,United_States,1657249
Canada,Vietnam,0
Croatia,Austria,0
Croatia,Australia,0
Croatia,Belgium,0
Croatia,Brazil,0
Croatia,China,0
Croatia,Chile,0
Croatia,Canada,0
Croatia,Croatia,0
Croatia,Czech_Republic,0
Croatia,Egypt,0
Croatia,France,0
Croatia,Germany,0
Croatia,Greece,0
Croatia,Hong_Kong,0
Croatia,Indonesia,0
Croatia,India,0
Croatia,Ireland,0
Croatia,Italy,0
Croatia,Japan,0
Croatia,Korea,0
Croatia,Malaysia,0
Croatia,Mexico,0
Croatia,Netherlands,0
Croatia,New_Zealand,0
Croatia,Puerto_Rico,0
Croatia,Philippines,0
Croatia,Poland,0
Croatia,Portugal,0
Croatia,Pakistan,0
Croatia,Russia,0
Croatia,South_Africa,0
Croatia,Singapore,0
Croatia,Spain,0
Croatia,Saudi_Arabic,0
Croatia,Thailand,0
Croatia,Taiwan,0
Croatia,UAE,0
Croatia,United_Kingdom,28186
Croatia,United_States,0
Croatia,Vietnam,0
Czech_Republic,Austria,0
Czech_Republic,Australia,0
Czech_Republic,Belgium,0
Czech_Republic,Brazil,0
Czech_Republic,China,0
Czech_Republic,Chile,0
Czech_Republic,Canada,0
Czech_Republic,Croatia,0
Czech_Republic,Czech_Republic,0
Czech_Republic,Egypt,0
Czech_Republic,France,13148
Czech_Republic,Germany,0
Czech_Republic,Greece,0
Czech_Republic,Hong_Kong,0
Czech_Republic,Indonesia,0
Czech_Republic,India,0
Czech_Republic,Ireland,0
Czech_Republic,Italy,0
Czech_Republic,Japan,0
Czech_Republic,Korea,0
Czech_Republic,Malaysia,0
Czech_Republic,Mexico,0
Czech_Republic,Netherlands,0
Czech_Republic,New_Zealand,0
Czech_Republic,Puerto_Rico,0
Czech_Republic,Philippines,0
Czech_Republic,Poland,0
Czech_Republic,Portugal,0
Czech_Republic,Pakistan,0
Czech_Republic,Russia,0
Czech_Republic,South_Africa,0
Czech_Republic,Singapore,0
Czech_Republic,Spain,0
Czech_Republic,Saudi_Arabic,0
Czech_Republic,Thailand,0
Czech_Republic,Taiwan,0
Czech_Republic,UAE,0
Czech_Republic,United_Kingdom,14775
Czech_Republic,United_States,0
Czech_Republic,Vietnam,0
Egypt,Austria,0
Egypt,Australia,0
Egypt,Belgium,0
Egypt,Brazil,0
Egypt,China,0
Egypt,Chile,0
Egypt,Canada,0
Egypt,Croatia,0
Egypt,Czech_Republic,0
Egypt,Egypt,0
Egypt,France,0
Egypt,Germany,0
Egypt,Greece,0
Egypt,Hong_Kong,0
Egypt,Indonesia,0
Egypt,India,0
Egypt,Ireland,0
Egypt,Italy,0
Egypt,Japan,0
Egypt,Korea,0
Egypt,Malaysia,0
Egypt,Mexico,0
Egypt,Netherlands,0
Egypt,New_Zealand,0
Egypt,Puerto_Rico,0
Egypt,Philippines,0
Egypt,Poland,0
Egypt,Portugal,0
Egypt,Pakistan,0
Egypt,Russia,0
Egypt,South_Africa,0
Egypt,Singapore,0
Egypt,Spain,0
Egypt,Saudi_Arabic,0
Egypt,Thailand,0
Egypt,Taiwan,0
Egypt,UAE,0
Egypt,United_Kingdom,196874
Egypt,United_States,0
Egypt,Vietnam,0
France,Austria,0
France,Australia,0
France,Belgium,0
France,Brazil,0
France,China,0
France,Chile,0
France,Canada,0
France,Croatia,0
France,Czech_Republic,0
France,Egypt,0
France,France,0
France,Germany,5393
France,Greece,0
France,Hong_Kong,0
France,Indonesia,0
France,India,0
France,Ireland,0
France,Italy,0
France,Japan,0
France,Korea,0
France,Malaysia,0
France,Mexico,0
France,Netherlands,0
France,New_Zealand,0
France,Puerto_Rico,0
France,Philippines,0
France,Poland,0
France,Portugal,0
France,Pakistan,0
France,Russia,0
France,South_Africa,0
France,Singapore,0
France,Spain,0
France,Saudi_Arabic,0
France,Thailand,0
France,Taiwan,0
France,UAE,0
France,United_Kingdom,1048214
France,United_States,0
France,Vietnam,0
Germany,Austria,1680
Germany,Australia,40812
Germany,Belgium,0
Germany,Brazil,0
Germany,China,0
Germany,Chile,0
Germany,Canada,0
Germany,Croatia,0
Germany,Czech_Republic,0
Germany,Egypt,0
Germany,France,0
Germany,Germany,0
Germany,Greece,0
Germany,Hong_Kong,0
Germany,Indonesia,6321
Germany,India,0
Germany,Ireland,0
Germany,Italy,0
Germany,Japan,0
Germany,Korea,44188
Germany,Malaysia,52144
Germany,Mexico,0
Germany,Netherlands,0
Germany,New_Zealand,5438
Germany,Puerto_Rico,0
Germany,Philippines,15367
Germany,Poland,0
Germany,Portugal,0
Germany,Pakistan,0
Germany,Russia,0
Germany,South_Africa,0
Germany,Singapore,15752
Germany,Spain,0
Germany,Saudi_Arabic,0
Germany,Thailand,2584
Germany,Taiwan,0
Germany,UAE,0
Germany,United_Kingdom,794511
Germany,United_States,587298
Germany,Vietnam,2291
Greece,Austria,0
Greece,Australia,0
Greece,Belgium,0
Greece,Brazil,0
Greece,China,0
Greece,Chile,0
Greece,Canada,0
Greece,Croatia,0
Greece,Czech_Republic,0
Greece,Egypt,0
Greece,France,0
Greece,Germany,0
Greece,Greece,0
Greece,Hong_Kong,0
Greece,Indonesia,0
Greece,India,0
Greece,Ireland,0
Greece,Italy,0
Greece,Japan,0
Greece,Korea,0
Greece,Malaysia,0
Greece,Mexico,0
Greece,Netherlands,0
Greece,New_Zealand,0
Greece,Puerto_Rico,0
Greece,Philippines,0
Greece,Poland,0
Greece,Portugal,0
Greece,Pakistan,0
Greece,Russia,0
Greece,South_Africa,0
Greece,Singapore,0
Greece,Spain,0
Greece,Saudi_Arabic,0
Greece,Thailand,0
Greece,Taiwan,0
Greece,UAE,0
Greece,United_Kingdom,38612
Greece,United_States,0
Greece,Vietnam,0
Hong_Kong,Austria,0
Hong_Kong,Australia,0
Hong_Kong,Belgium,0
Hong_Kong,Brazil,0
Hong_Kong,China,952
Hong_Kong,Chile,0
Hong_Kong,Canada,0
Hong_Kong,Croatia,0
Hong_Kong,Czech_Republic,0
Hong_Kong,Egypt,0
Hong_Kong,France,0
Hong_Kong,Germany,0
Hong_Kong,Greece,0
Hong_Kong,Hong_Kong,0
Hong_Kong,Indonesia,0
Hong_Kong,India,0
Hong_Kong,Ireland,0
Hong_Kong,Italy,0
Hong_Kong,Japan,0
Hong_Kong,Korea,0
Hong_Kong,Malaysia,0
Hong_Kong,Mexico,0
Hong_Kong,Netherlands,0
Hong_Kong,New_Zealand,0
Hong_Kong,Puerto_Rico,0
Hong_Kong,Philippines,0
Hong_Kong,Poland,0
Hong_Kong,Portugal,0
Hong_Kong,Pakistan,0
Hong_Kong,Russia,0
Hong_Kong,South_Africa,0
Hong_Kong,Singapore,122853
Hong_Kong,Spain,0
Hong_Kong,Saudi_Arabic,0
Hong_Kong,Thailand,0
Hong_Kong,Taiwan,0
Hong_Kong,UAE,0
Hong_Kong,United_Kingdom,11662
Hong_Kong,United_States,0
Hong_Kong,Vietnam,0
Indonesia,Austria,0
Indonesia,Australia,0
Indonesia,Belgium,0
Indonesia,Brazil,0
Indonesia,China,0
Indonesia,Chile,0
Indonesia,Canada,0
Indonesia,Croatia,0
Indonesia,Czech_Republic,0
Indonesia,Egypt,0
Indonesia,France,0
Indonesia,Germany,0
Indonesia,Greece,0
Indonesia,Hong_Kong,0
Indonesia,Indonesia,0
Indonesia,India,0
Indonesia,Ireland,0
Indonesia,Italy,0
Indonesia,Japan,0
Indonesia,Korea,0
Indonesia,Malaysia,0
Indonesia,Mexico,0
Indonesia,Netherlands,0
Indonesia,New_Zealand,0
Indonesia,Puerto_Rico,0
Indonesia,Philippines,0
Indonesia,Poland,0
Indonesia,Portugal,0
Indonesia,Pakistan,0
Indonesia,Russia,0
Indonesia,South_Africa,0
Indonesia,Singapore,93580
Indonesia,Spain,0
Indonesia,Saudi_Arabic,0
Indonesia,Thailand,0
Indonesia,Taiwan,0
Indonesia,UAE,0
Indonesia,United_Kingdom,4055
Indonesia,United_States,0
Indonesia,Vietnam,0
India,Austria,0
India,Australia,0
India,Belgium,0
India,Brazil,0
India,China,0
India,Chile,0
India,Canada,0
India,Croatia,0
India,Czech_Republic,0
India,Egypt,0
India,France,0
India,Germany,0
India,Greece,0
India,Hong_Kong,0
India,Indonesia,0
India,India,0
India,Ireland,0
India,Italy,0
India,Japan,0
India,Korea,0
India,Malaysia,0
India,Mexico,0
India,Netherlands,0
India,New_Zealand,0
India,Puerto_Rico,0
India,Philippines,0
India,Poland,0
India,Portugal,0
India,Pakistan,0
India,Russia,0
India,South_Africa,0
India,Singapore,170985
India,Spain,0
India,Saudi_Arabic,0
India,Thailand,0
India,Taiwan,0
India,UAE,0
India,United_Kingdom,0
India,United_States,0
India,Vietnam,0
Ireland,Austria,0
Ireland,Australia,0
Ireland,Belgium,0
Ireland,Brazil,0
Ireland,China,0
Ireland,Chile,0
Ireland,Canada,0
Ireland,Croatia,0
Ireland,Czech_Republic,0
Ireland,Egypt,0
Ireland,France,0
Ireland,Germany,0
Ireland,Greece,0
Ireland,Hong_Kong,0
Ireland,Indonesia,0
Ireland,India,0
Ireland,Ireland,0
Ireland,Italy,0
Ireland,Japan,0
Ireland,Korea,0
Ireland,Malaysia,0
Ireland,Mexico,0
Ireland,Netherlands,0
Ireland,New_Zealand,0
Ireland,Puerto_Rico,0
Ireland,Philippines,0
Ireland,Poland,0
Ireland,Portugal,0
Ireland,Pakistan,0
Ireland,Russia,0
Ireland,South_Africa,0
Ireland,Singapore,0
Ireland,Spain,0
Ireland,Saudi_Arabic,0
Ireland,Thailand,0
Ireland,Taiwan,0
Ireland,UAE,0
Ireland,United_Kingdom,209499
Ireland,United_States,0
Ireland,Vietnam,0
Italy,Austria,0
Italy,Australia,0
Italy,Belgium,0
Italy,Brazil,0
Italy,China,0
Italy,Chile,0
Italy,Canada,0
Italy,Croatia,0
Italy,Czech_Republic,0
Italy,Egypt,0
Italy,France,10938
Italy,Germany,6277
Italy,Greece,0
Italy,Hong_Kong,0
Italy,Indonesia,0
Italy,India,0
Italy,Ireland,0
Italy,Italy,0
Italy,Japan,0
Italy,Korea,0
Italy,Malaysia,0
Italy,Mexico,0
Italy,Netherlands,0
Italy,New_Zealand,0
Italy,Puerto_Rico,0
Italy,Philippines,0
Italy,Poland,0
Italy,Portugal,0
Italy,Pakistan,0
Italy,Russia,0
Italy,South_Africa,0
Italy,Singapore,0
Italy,Spain,0
Italy,Saudi_Arabic,0
Italy,Thailand,0
Italy,Taiwan,0
Italy,UAE,0
Italy,United_Kingdom,155714
Italy,United_States,4028
Italy,Vietnam,0
Japan,Austria,0
Japan,Australia,0
Japan,Belgium,0
Japan,Brazil,0
Japan,China,0
Japan,Chile,0
Japan,Canada,0
Japan,Croatia,0
Japan,Czech_Republic,0
Japan,Egypt,0
Japan,France,0
Japan,Germany,0
Japan,Greece,0
Japan,Hong_Kong,0
Japan,Indonesia,0
Japan,India,0
Japan,Ireland,0
Japan,Italy,0
Japan,Japan,0
Japan,Korea,0
Japan,Malaysia,0
Japan,Mexico,0
Japan,Netherlands,0
Japan,New_Zealand,0
Japan,Puerto_Rico,0
Japan,Philippines,0
Japan,Poland,0
Japan,Portugal,0
Japan,Pakistan,0
Japan,Russia,0
Japan,South_Africa,0
Japan,Singapore,1678409
Japan,Spain,0
Japan,Saudi_Arabic,0
Japan,Thailand,0
Japan,Taiwan,0
Japan,UAE,0
Japan,United_Kingdom,78723
Japan,United_States,0
Japan,Vietnam,0
Korea,Austria,0
Korea,Australia,0
Korea,Belgium,0
Korea,Brazil,0
Korea,China,0
Korea,Chile,0
Korea,Canada,0
Korea,Croatia,0
Korea,Czech_Republic,0
Korea,Egypt,0
Korea,France,0
Korea,Germany,0
Korea,Greece,0
Korea,Hong_Kong,0
Korea,Indonesia,0
Korea,India,0
Korea,Ireland,0
Korea,Italy,0
Korea,Japan,0
Korea,Korea,0
Korea,Malaysia,0
Korea,Mexico,0
Korea,Netherlands,0
Korea,New_Zealand,0
Korea,Puerto_Rico,0
Korea,Philippines,0
Korea,Poland,0
Korea,Portugal,0
Korea,Pakistan,0
Korea,Russia,0
Korea,South_Africa,0
Korea,Singapore,541204
Korea,Spain,0
Korea,Saudi_Arabic,0
Korea,Thailand,0
Korea,Taiwan,0
Korea,UAE,0
Korea,United_Kingdom,31337
Korea,United_States,0
Korea,Vietnam,0
Malaysia,Austria,0
Malaysia,Australia,0
Malaysia,Belgium,0
Malaysia,Brazil,0
Malaysia,China,0
Malaysia,Chile,0
Malaysia,Canada,0
Malaysia,Croatia,0
Malaysia,Czech_Republic,0
Malaysia,Egypt,0
Malaysia,France,0
Malaysia,Germany,0
Malaysia,Greece,0
Malaysia,Hong_Kong,0
Malaysia,Indonesia,0
Malaysia,India,0
Malaysia,Ireland,0
Malaysia,Italy,0
Malaysia,Japan,0
Malaysia,Korea,0
Malaysia,Malaysia,0
Malaysia,Mexico,0
Malaysia,Netherlands,0
Malaysia,New_Zealand,0
Malaysia,Puerto_Rico,0
Malaysia,Philippines,0
Malaysia,Poland,0
Malaysia,Portugal,0
Malaysia,Pakistan,0
Malaysia,Russia,0
Malaysia,South_Africa,0
Malaysia,Singapore,157027
Malaysia,Spain,0
Malaysia,Saudi_Arabic,0
Malaysia,Thailand,0
Malaysia,Taiwan,0
Malaysia,UAE,0
Malaysia,United_Kingdom,0
Malaysia,United_States,0
Malaysia,Vietnam,0
Mexico,Austria,0
Mexico,Australia,0
Mexico,Belgium,0
Mexico,Brazil,0
Mexico,China,0
Mexico,Chile,0
Mexico,Canada,0
Mexico,Croatia,0
Mexico,Czech_Republic,0
Mexico,Egypt,0
Mexico,France,11544
Mexico,Germany,0
Mexico,Greece,0
Mexico,Hong_Kong,0
Mexico,Indonesia,0
Mexico,India,0
Mexico,Ireland,0
Mexico,Italy,0
Mexico,Japan,0
Mexico,Korea,0
Mexico,Malaysia,0
Mexico,Mexico,0
Mexico,Netherlands,0
Mexico,New_Zealand,0
Mexico,Puerto_Rico,0
Mexico,Philippines,0
Mexico,Poland,0
Mexico,Portugal,0
Mexico,Pakistan,0
Mexico,Russia,0
Mexico,South_Africa,0
Mexico,Singapore,0
Mexico,Spain,0
Mexico,Saudi_Arabic,0
Mexico,Thailand,0
Mexico,Taiwan,0
Mexico,UAE,0
Mexico,United_Kingdom,114577
Mexico,United_States,212441
Mexico,Vietnam,0
Netherlands,Austria,0
Netherlands,Australia,0
Netherlands,Belgium,0
Netherlands,Brazil,0
Netherlands,China,0
Netherlands,Chile,0
Netherlands,Canada,0
Netherlands,Croatia,0
Netherlands,Czech_Republic,0
Netherlands,Egypt,0
Netherlands,France,0
Netherlands,Germany,0
Netherlands,Greece,0
Netherlands,Hong_Kong,0
Netherlands,Indonesia,0
Netherlands,India,0
Netherlands,Ireland,0
Netherlands,Italy,0
Netherlands,Japan,0
Netherlands,Korea,0
Netherlands,Malaysia,0
Netherlands,Mexico,0
Netherlands,Netherlands,0
Netherlands,New_Zealand,0
Netherlands,Puerto_Rico,0
Netherlands,Philippines,0
Netherlands,Poland,0
Netherlands,Portugal,0
Netherlands,Pakistan,0
Netherlands,Russia,0
Netherlands,South_Africa,0
Netherlands,Singapore,0
Netherlands,Spain,0
Netherlands,Saudi_Arabic,0
Netherlands,Thailand,0
Netherlands,Taiwan,0
Netherlands,UAE,0
Netherlands,United_Kingdom,117
Netherlands,United_States,0
Netherlands,Vietnam,0
New_Zealand,Austria,0
New_Zealand,Australia,0
New_Zealand,Belgium,0
New_Zealand,Brazil,0
New_Zealand,China,0
New_Zealand,Chile,0
New_Zealand,Canada,0
New_Zealand,Croatia,0
New_Zealand,Czech_Republic,0
New_Zealand,Egypt,0
New_Zealand,France,0
New_Zealand,Germany,0
New_Zealand,Greece,0
New_Zealand,Hong_Kong,0
New_Zealand,Indonesia,0
New_Zealand,India,0
New_Zealand,Ireland,0
New_Zealand,Italy,0
New_Zealand,Japan,0
New_Zealand,Korea,0
New_Zealand,Malaysia,0
New_Zealand,Mexico,0
New_Zealand,Netherlands,0
New_Zealand,New_Zealand,0
New_Zealand,Puerto_Rico,0
New_Zealand,Philippines,0
New_Zealand,Poland,0
New_Zealand,Portugal,0
New_Zealand,Pakistan,0
New_Zealand,Russia,0
New_Zealand,South_Africa,0
New_Zealand,Singapore,0
New_Zealand,Spain,0
New_Zealand,Saudi_Arabic,0
New_Zealand,Thailand,0
New_Zealand,Taiwan,0
New_Zealand,UAE,0
New_Zealand,United_Kingdom,27354
New_Zealand,United_States,0
New_Zealand,Vietnam,0
Puerto_Rico,Austria,0
Puerto_Rico,Australia,0
Puerto_Rico,Belgium,0
Puerto_Rico,Brazil,0
Puerto_Rico,China,0
Puerto_Rico,Chile,0
Puerto_Rico,Canada,0
Puerto_Rico,Croatia,0
Puerto_Rico,Czech_Republic,0
Puerto_Rico,Egypt,0
Puerto_Rico,France,0
Puerto_Rico,Germany,0
Puerto_Rico,Greece,0
Puerto_Rico,Hong_Kong,0
Puerto_Rico,Indonesia,0
Puerto_Rico,India,0
Puerto_Rico,Ireland,0
Puerto_Rico,Italy,0
Puerto_Rico,Japan,0
Puerto_Rico,Korea,0
Puerto_Rico,Malaysia,0
Puerto_Rico,Mexico,0
Puerto_Rico,Netherlands,0
Puerto_Rico,New_Zealand,0
Puerto_Rico,Puerto_Rico,0
Puerto_Rico,Philippines,0
Puerto_Rico,Poland,0
Puerto_Rico,Portugal,0
Puerto_Rico,Pakistan,0
Puerto_Rico,Russia,0
Puerto_Rico,South_Africa,0
Puerto_Rico,Singapore,0
Puerto_Rico,Spain,0
Puerto_Rico,Saudi_Arabic,0
Puerto_Rico,Thailand,0
Puerto_Rico,Taiwan,0
Puerto_Rico,UAE,0
Puerto_Rico,United_Kingdom,0
Puerto_Rico,United_States,218301
Puerto_Rico,Vietnam,0
Philippines,Austria,0
Philippines,Australia,0
Philippines,Belgium,0
Philippines,Brazil,0
Philippines,China,0
Philippines,Chile,0
Philippines,Canada,0
Philippines,Croatia,0
Philippines,Czech_Republic,0
Philippines,Egypt,0
Philippines,France,0
Philippines,Germany,0
Philippines,Greece,0
Philippines,Hong_Kong,0
Philippines,Indonesia,0
Philippines,India,0
Philippines,Ireland,0
Philippines,Italy,0
Philippines,Japan,0
Philippines,Korea,0
Philippines,Malaysia,0
Philippines,Mexico,0
Philippines,Netherlands,0
Philippines,New_Zealand,0
Philippines,Puerto_Rico,0
Philippines,Philippines,0
Philippines,Poland,0
Philippines,Portugal,0
Philippines,Pakistan,0
Philippines,Russia,0
Philippines,South_Africa,0
Philippines,Singapore,196300
Philippines,Spain,0
Philippines,Saudi_Arabic,0
Philippines,Thailand,0
Philippines,Taiwan,0
Philippines,UAE,0
Philippines,United_Kingdom,0
Philippines,United_States,0
Philippines,Vietnam,0
Poland,Austria,0
Poland,Australia,0
Poland,Belgium,0
Poland,Brazil,0
Poland,China,0
Poland,Chile,0
Poland,Canada,0
Poland,Croatia,0
Poland,Czech_Republic,0
Poland,Egypt,0
Poland,France,0
Poland,Germany,0
Poland,Greece,0
Poland,Hong_Kong,0
Poland,Indonesia,0
Poland,India,0
Poland,Ireland,0
Poland,Italy,0
Poland,Japan,0
Poland,Korea,0
Poland,Malaysia,0
Poland,Mexico,0
Poland,Netherlands,0
Poland,New_Zealand,0
Poland,Puerto_Rico,0
Poland,Philippines,0
Poland,Poland,0
Poland,Portugal,0
Poland,Pakistan,0
Poland,Russia,0
Poland,South_Africa,0
Poland,Singapore,0
Poland,Spain,0
Poland,Saudi_Arabic,0
Poland,Thailand,0
Poland,Taiwan,0
Poland,UAE,0
Poland,United_Kingdom,65210
Poland,United_States,0
Poland,Vietnam,0
Portugal,Austria,0
Portugal,Australia,0
Portugal,Belgium,0
Portugal,Brazil,0
Portugal,China,0
Portugal,Chile,0
Portugal,Canada,0
Portugal,Croatia,0
Portugal,Czech_Republic,0
Portugal,Egypt,0
Portugal,France,0
Portugal,Germany,2178
Portugal,Greece,0
Portugal,Hong_Kong,0
Portugal,Indonesia,0
Portugal,India,0
Portugal,Ireland,0
Portugal,Italy,0
Portugal,Japan,0
Portugal,Korea,0
Portugal,Malaysia,0
Portugal,Mexico,0
Portugal,Netherlands,0
Portugal,New_Zealand,0
Portugal,Puerto_Rico,0
Portugal,Philippines,0
Portugal,Poland,0
Portugal,Portugal,0
Portugal,Pakistan,0
Portugal,Russia,0
Portugal,South_Africa,0
Portugal,Singapore,0
Portugal,Spain,0
Portugal,Saudi_Arabic,0
Portugal,Thailand,0
Portugal,Taiwan,0
Portugal,UAE,0
Portugal,United_Kingdom,28241
Portugal,United_States,0
Portugal,Vietnam,0
Pakistan,Austria,0
Pakistan,Australia,0
Pakistan,Belgium,0
Pakistan,Brazil,0
Pakistan,China,0
Pakistan,Chile,0
Pakistan,Canada,0
Pakistan,Croatia,0
Pakistan,Czech_Republic,0
Pakistan,Egypt,0
Pakistan,France,0
Pakistan,Germany,0
Pakistan,Greece,0
Pakistan,Hong_Kong,0
Pakistan,Indonesia,0
Pakistan,India,0
Pakistan,Ireland,0
Pakistan,Italy,0
Pakistan,Japan,0
Pakistan,Korea,0
Pakistan,Malaysia,0
Pakistan,Mexico,0
Pakistan,Netherlands,0
Pakistan,New_Zealand,0
Pakistan,Puerto_Rico,0
Pakistan,Philippines,0
Pakistan,Poland,0
Pakistan,Portugal,0
Pakistan,Pakistan,0
Pakistan,Russia,0
Pakistan,South_Africa,0
Pakistan,Singapore,0
Pakistan,Spain,0
Pakistan,Saudi_Arabic,0
Pakistan,Thailand,0
Pakistan,Taiwan,0
Pakistan,UAE,0
Pakistan,United_Kingdom,0
Pakistan,United_States,0
Pakistan,Vietnam,0
