payor,recipient,trans
Belgium,Ukraine,0
Belgium,United_Kingdom,205046
Belgium,United_States,0
Brazil,Argentina,0
Brazil,Australia,0
Brazil,Belgium,0
Brazil,Brazil,1792028
Brazil,China,0
Brazil,Chile,0
Brazil,Canada,0
Brazil,Columbia,0
Brazil,Czech_Republic,0
Brazil,Denmark,0
Brazil,Finland,0
Brazil,France,0
Brazil,Germany,0
Brazil,Hong_Kong,0
Brazil,Hungary,0
Brazil,Indonesia,0
Brazil,India,0
Brazil,Italy,0
Brazil,Japan,0
Brazil,Korea,0
Brazil,Mexico,0
Brazil,Netherlands,0
Brazil,Norway,0
Brazil,Puerto_Rico,0
Brazil,Poland,0
Brazil,Portugal,0
Brazil,Russia,0
Brazil,South_Africa,0
Brazil,Singapore,0
Brazil,Spain,0
Brazil,Sweden,0
Brazil,Switzerland,0
Brazil,Turkey,0
Brazil,UAE,0
Brazil,Ukraine,0
Brazil,United_Kingdom,0
Brazil,United_States,673154
China,Argentina,0
China,Australia,0
China,Belgium,0
China,Brazil,0
China,China,0
China,Chile,0
China,Canada,0
China,Columbia,0
China,Czech_Republic,0
China,Denmark,0
China,Finland,0
China,France,0
China,Germany,0
China,Hong_Kong,788799
China,Hungary,0
China,Indonesia,0
China,India,0
China,Italy,0
China,Japan,0
China,Korea,0
China,Mexico,0
China,Netherlands,0
China,Norway,0
China,Puerto_Rico,0
China,Poland,0
China,Portugal,0
China,Russia,0
China,South_Africa,0
China,Singapore,0
China,Spain,0
China,Sweden,0
China,Switzerland,0
China,Turkey,0
China,UAE,0
China,Ukraine,0
China,United_Kingdom,0
China,United_States,211633
Chile,Argentina,0
Chile,Australia,0
Chile,Belgium,0
Chile,Brazil,0
Chile,China,0
Chile,Chile,0
Chile,Canada,0
Chile,Columbia,0
Chile,Czech_Republic,0
Chile,Denmark,0
Chile,Finland,0
Chile,France,0
Chile,Germany,0
Chile,Hong_Kong,0
Chile,Hungary,0
Chile,Indonesia,0
Chile,India,0
Chile,Italy,0
Chile,Japan,0
Chile,Korea,0
Chile,Mexico,0
Chile,Netherlands,0
Chile,Norway,0
Chile,Puerto_Rico,0
Chile,Poland,0
Chile,Portugal,0
Chile,Russia,0
Chile,South_Africa,0
Chile,Singapore,0
Chile,Spain,0
Chile,Sweden,0
Chile,Switzerland,0
Chile,Turkey,0
Chile,UAE,0
Chile,Ukraine,0
Chile,United_Kingdom,0
Chile,United_States,82643
Canada,Argentina,0
Canada,Australia,0
Canada,Belgium,0
Canada,Brazil,0
Canada,China,0
Canada,Chile,0
Canada,Canada,0
Canada,Columbia,0
Canada,Czech_Republic,0
Canada,Denmark,0
Canada,Finland,0
Canada,France,0
Canada,Germany,0
Canada,Hong_Kong,0
Canada,Hungary,0
Canada,Indonesia,0
Canada,India,0
Canada,Italy,0
Canada,Japan,0
Canada,Korea,0
Canada,Mexico,0
Canada,Netherlands,0
Canada,Norway,0
Canada,Puerto_Rico,0
Canada,Poland,0
Canada,Portugal,0
Canada,Russia,0
Canada,South_Africa,0
Canada,Singapore,0
Canada,Spain,0
Canada,Sweden,0
Canada,Switzerland,0
Canada,Turkey,0
Canada,UAE,0
Canada,Ukraine,0
Canada,United_Kingdom,0
Canada,United_States,146438
Columbia,Argentina,0
Columbia,Australia,0
Columbia,Belgium,0
Columbia,Brazil,0
Columbia,China,0
Columbia,Chile,0
Columbia,Canada,0
Columbia,Columbia,0
Columbia,Czech_Republic,0
Columbia,Denmark,0
Columbia,Finland,0
Columbia,France,0
Columbia,Germany,0
Columbia,Hong_Kong,0
Columbia,Hungary,0
Columbia,Indonesia,0
Columbia,India,0
Columbia,Italy,0
Columbia,Japan,0
Columbia,Korea,0
Columbia,Mexico,0
Columbia,Netherlands,0
Columbia,Norway,0
Columbia,Puerto_Rico,0
Columbia,Poland,0
Columbia,Portugal,0
Columbia,Russia,0
Columbia,South_Africa,0
Columbia,Singapore,0
Columbia,Spain,0
Columbia,Sweden,0
Columbia,Switzerland,0
Columbia,Turkey,0
Columbia,UAE,0
Columbia,Ukraine,0
Columbia,United_Kingdom,0
Columbia,United_States,128941
Czech_Republic,Argentina,0
Czech_Republic,Australia,0
Czech_Republic,Belgium,0
Czech_Republic,Brazil,0
Czech_Republic,China,0
Czech_Republic,Chile,0
Czech_Republic,Canada,0
Czech_Republic,Columbia,0
Czech_Republic,Czech_Republic,0
Czech_Republic,Denmark,0
Czech_Republic,Finland,0
Czech_Republic,France,0
Czech_Republic,Germany,0
Czech_Republic,Hong_Kong,0
Czech_Republic,Hungary,0
Czech_Republic,Indonesia,0
Czech_Republic,India,0
Czech_Republic,Italy,0
Czech_Republic,Japan,0
Czech_Republic,Korea,0
Czech_Republic,Mexico,0
Czech_Republic,Netherlands,0
Czech_Republic,Norway,0
Czech_Republic,Puerto_Rico,0
Czech_Republic,Poland,0
Czech_Republic,Portugal,0
Czech_Republic,Russia,0
Czech_Republic,South_Africa,0
Czech_Republic,Singapore,0
Czech_Republic,Spain,0
Czech_Republic,Sweden,0
Czech_Republic,Switzerland,0
Czech_Republic,Turkey,0
Czech_Republic,UAE,0
Czech_Republic,Ukraine,0
Czech_Republic,United_Kingdom,42586
Czech_Republic,United_States,0
Denmark,Argentina,0
Denmark,Australia,0
Denmark,Belgium,0
Denmark,Brazil,0
Denmark,China,0
Denmark,Chile,0
Denmark,Canada,0
Denmark,Columbia,0
Denmark,Czech_Republic,0
Denmark,Denmark,0
Denmark,Finland,0
Denmark,France,0
Denmark,Germany,0
Denmark,Hong_Kong,0
Denmark,Hungary,0
Denmark,Indonesia,0
Denmark,India,0
Denmark,Italy,0
Denmark,Japan,0
Denmark,Korea,0
Denmark,Mexico,0
Denmark,Netherlands,0
Denmark,Norway,0
Denmark,Puerto_Rico,0
Denmark,Poland,0
Denmark,Portugal,0
Denmark,Russia,0
Denmark,South_Africa,0
Denmark,Singapore,0
Denmark,Spain,0
Denmark,Sweden,171751
Denmark,Switzerland,0
Denmark,Turkey,0
Denmark,UAE,0
Denmark,Ukraine,0
Denmark,United_Kingdom,114501
Denmark,United_States,0
Finland,Argentina,0
Finland,Australia,0
Finland,Belgium,0
Finland,Brazil,0
Finland,China,0
Finland,Chile,0
Finland,Canada,0
Finland,Columbia,0
Finland,Czech_Republic,0
Finland,Denmark,0
Finland,Finland,0
Finland,France,0
Finland,Germany,0
Finland,Hong_Kong,0
Finland,Hungary,0
Finland,Indonesia,0
Finland,India,0
Finland,Italy,0
Finland,Japan,0
Finland,Korea,0
Finland,Mexico,0
Finland,Netherlands,0
Finland,Norway,0
Finland,Puerto_Rico,0
Finland,Poland,0
Finland,Portugal,0
Finland,Russia,0
Finland,South_Africa,0
Finland,Singapore,0
Finland,Spain,0
Finland,Sweden,0
Finland,Switzerland,0
Finland,Turkey,0
Finland,UAE,0
Finland,Ukraine,0
Finland,United_Kingdom,45333
Finland,United_States,0
France,Argentina,0
France,Australia,0
France,Belgium,0
France,Brazil,0
France,China,0
France,Chile,0
France,Canada,0
France,Columbia,0
France,Czech_Republic,0
France,Denmark,0
France,Finland,0
France,France,0
France,Germany,0
France,Hong_Kong,0
France,Hungary,0
France,Indonesia,0
France,India,0
France,Italy,0
France,Japan,0
France,Korea,0
France,Mexico,0
France,Netherlands,0
France,Norway,0
France,Puerto_Rico,0
France,Poland,0
France,Portugal,0
France,Russia,0
France,South_Africa,0
France,Singapore,0
France,Spain,0
France,Sweden,0
France,Switzerland,0
France,Turkey,0
France,UAE,0
France,Ukraine,0
France,United_Kingdom,2535201
France,United_States,228735
Germany,Argentina,0
Germany,Australia,0
Germany,Belgium,0
Germany,Brazil,0
Germany,China,0
Germany,Chile,0
Germany,Canada,0
Germany,Columbia,0
Germany,Czech_Republic,0
Germany,Denmark,0
Germany,Finland,0
Germany,France,0
Germany,Germany,0
Germany,Hong_Kong,0
Germany,Hungary,0
Germany,Indonesia,0
Germany,India,0
Germany,Italy,0
Germany,Japan,0
Germany,Korea,0
Germany,Mexico,0
Germany,Netherlands,0
Germany,Norway,0
Germany,Puerto_Rico,0
Germany,Poland,0
Germany,Portugal,0
Germany,Russia,0
Germany,South_Africa,0
Germany,Singapore,0
Germany,Spain,0
Germany,Sweden,0
Germany,Switzerland,0
Germany,Turkey,0
Germany,UAE,0
Germany,Ukraine,0
Germany,United_Kingdom,3142781
Germany,United_States,206724
Hong_Kong,Argentina,0
Hong_Kong,Australia,0
Hong_Kong,Belgium,0
Hong_Kong,Brazil,0
Hong_Kong,China,0
Hong_Kong,Chile,0
Hong_Kong,Canada,0
Hong_Kong,Columbia,0
Hong_Kong,Czech_Republic,0
Hong_Kong,Denmark,0
Hong_Kong,Finland,0
Hong_Kong,France,0
Hong_Kong,Germany,0
Hong_Kong,Hong_Kong,1202068
Hong_Kong,Hungary,0
Hong_Kong,Indonesia,0
Hong_Kong,India,0
Hong_Kong,Italy,0
Hong_Kong,Japan,96444
Hong_Kong,Korea,0
Hong_Kong,Mexico,0
Hong_Kong,Netherlands,0
Hong_Kong,Norway,0
Hong_Kong,Puerto_Rico,0
Hong_Kong,Poland,0
Hong_Kong,Portugal,0
Hong_Kong,Russia,0
Hong_Kong,South_Africa,0
Hong_Kong,Singapore,250495
Hong_Kong,Spain,0
Hong_Kong,Sweden,0
Hong_Kong,Switzerland,0
Hong_Kong,Turkey,0
Hong_Kong,UAE,0
Hong_Kong,Ukraine,0
Hong_Kong,United_Kingdom,0
Hong_Kong,United_States,0
Hungary,Argentina,0
Hungary,Australia,0
Hungary,Belgium,0
Hungary,Brazil,0
Hungary,China,0
Hungary,Chile,0
Hungary,Canada,0
Hungary,Columbia,0
Hungary,Czech_Republic,0
Hungary,Denmark,0
Hungary,Finland,0
Hungary,France,0
Hungary,Germany,0
Hungary,Hong_Kong,0
Hungary,Hungary,0
Hungary,Indonesia,0
Hungary,India,0
Hungary,Italy,0
Hungary,Japan,0
Hungary,Korea,0
Hungary,Mexico,0
Hungary,Netherlands,0
Hungary,Norway,0
Hungary,Puerto_Rico,0
Hungary,Poland,0
Hungary,Portugal,0
Hungary,Russia,0
Hungary,South_Africa,0
Hungary,Singapore,0
Hungary,Spain,0
Hungary,Sweden,0
Hungary,Switzerland,0
Hungary,Turkey,0
Hungary,UAE,0
Hungary,Ukraine,0
Hungary,United_Kingdom,60926
Hungary,United_States,0
Indonesia,Argentina,0
Indonesia,Australia,0
Indonesia,Belgium,0
Indonesia,Brazil,0
Indonesia,China,0
Indonesia,Chile,0
Indonesia,Canada,0
Indonesia,Columbia,0
Indonesia,Czech_Republic,0
Indonesia,Denmark,0
Indonesia,Finland,0
Indonesia,France,0
Indonesia,Germany,0
Indonesia,Hong_Kong,47209
Indonesia,Hungary,0
Indonesia,Indonesia,0
Indonesia,India,0
Indonesia,Italy,0
Indonesia,Japan,0
Indonesia,Korea,0
Indonesia,Mexico,0
Indonesia,Netherlands,0
Indonesia,Norway,0
Indonesia,Puerto_Rico,0
Indonesia,Poland,0
Indonesia,Portugal,0
Indonesia,Russia,0
Indonesia,South_Africa,0
Indonesia,Singapore,0
Indonesia,Spain,0
Indonesia,Sweden,0
Indonesia,Switzerland,0
Indonesia,Turkey,0
Indonesia,UAE,0
Indonesia,Ukraine,0
Indonesia,United_Kingdom,0
Indonesia,United_States,0
India,Argentina,0
India,Australia,0
India,Belgium,0
India,Brazil,0
India,China,0
India,Chile,0
India,Canada,0
India,Columbia,0
India,Czech_Republic,0
India,Denmark,0
India,Finland,0
India,France,0
India,Germany,0
India,Hong_Kong,0
India,Hungary,0
India,Indonesia,0
India,India,0
India,Italy,0
India,Japan,0
India,Korea,0
India,Mexico,0
India,Netherlands,0
India,Norway,0
India,Puerto_Rico,0
India,Poland,0
India,Portugal,0
India,Russia,0
India,South_Africa,0
India,Singapore,0
India,Spain,0
India,Sweden,0
India,Switzerland,0
India,Turkey,0
India,UAE,0
India,Ukraine,0
India,United_Kingdom,0
India,United_States,524876
Italy,Argentina,0
Italy,Australia,0
Italy,Belgium,0
Italy,Brazil,0
Italy,China,0
Italy,Chile,0
Italy,Canada,0
Italy,Columbia,0
Italy,Czech_Republic,0
Italy,Denmark,0
Italy,Finland,0
Italy,France,0
Italy,Germany,0
Italy,Hong_Kong,0
Italy,Hungary,0
Italy,Indonesia,0
Italy,India,0
Italy,Italy,0
Italy,Japan,0
Italy,Korea,0
Italy,Mexico,0
Italy,Netherlands,0
Italy,Norway,0
Italy,Puerto_Rico,0
Italy,Poland,0
Italy,Portugal,0
Italy,Russia,0
Italy,South_Africa,0
Italy,Singapore,0
Italy,Spain,0
Italy,Sweden,0
Italy,Switzerland,0
Italy,Turkey,0
Italy,UAE,0
Italy,Ukraine,0
Italy,United_Kingdom,254454
Italy,United_States,161599
Japan,Argentina,0
Japan,Australia,0
Japan,Belgium,0
Japan,Brazil,0
Japan,China,0
Japan,Chile,0
Japan,Canada,0
Japan,Columbia,0
Japan,Czech_Republic,0
Japan,Denmark,0
Japan,Finland,0
Japan,France,0
Japan,Germany,0
Japan,Hong_Kong,0
Japan,Hungary,0
Japan,Indonesia,0
Japan,India,0
Japan,Italy,0
Japan,Japan,0
Japan,Korea,0
Japan,Mexico,0
Japan,Netherlands,0
Japan,Norway,0
Japan,Puerto_Rico,0
Japan,Poland,0
Japan,Portugal,0
Japan,Russia,0
Japan,South_Africa,0
Japan,Singapore,348126
Japan,Spain,0
Japan,Sweden,0
Japan,Switzerland,0
Japan,Turkey,0
Japan,UAE,0
Japan,Ukraine,0
Japan,United_Kingdom,0
Japan,United_States,848069
Korea,Argentina,0
Korea,Australia,0
Korea,Belgium,0
Korea,Brazil,0
Korea,China,0
Korea,Chile,0
Korea,Canada,0
Korea,Columbia,0
Korea,Czech_Republic,0
Korea,Denmark,0
Korea,Finland,0
Korea,France,0
Korea,Germany,0
Korea,Hong_Kong,250674
Korea,Hungary,0
Korea,Indonesia,0
Korea,India,0
Korea,Italy,0
Korea,Japan,0
Korea,Korea,0
Korea,Mexico,0
Korea,Netherlands,0
Korea,Norway,0
Korea,Puerto_Rico,0
Korea,Poland,0
Korea,Portugal,0
Korea,Russia,0
Korea,South_Africa,0
Korea,Singapore,86917
Korea,Spain,0
Korea,Sweden,0
Korea,Switzerland,0
Korea,Turkey,0
Korea,UAE,0
Korea,Ukraine,0
Korea,United_Kingdom,0
Korea,United_States,243440
Mexico,Argentina,0
Mexico,Australia,0
Mexico,Belgium,0
Mexico,Brazil,0
Mexico,China,0
Mexico,Chile,0
Mexico,Canada,0
Mexico,Columbia,0
Mexico,Czech_Republic,0
Mexico,Denmark,0
Mexico,Finland,0
Mexico,France,0
Mexico,Germany,0
Mexico,Hong_Kong,0
Mexico,Hungary,0
Mexico,Indonesia,0
Mexico,India,0
Mexico,Italy,0
Mexico,Japan,0
Mexico,Korea,0
Mexico,Mexico,0
Mexico,Netherlands,0
Mexico,Norway,0
Mexico,Puerto_Rico,0
Mexico,Poland,0
Mexico,Portugal,0
Mexico,Russia,0
Mexico,South_Africa,0
Mexico,Singapore,0
Mexico,Spain,0
Mexico,Sweden,0
Mexico,Switzerland,0
Mexico,Turkey,0
Mexico,UAE,0
Mexico,Ukraine,0
Mexico,United_Kingdom,0
Mexico,United_States,116712
Netherlands,Argentina,0
Netherlands,Australia,0
Netherlands,Belgium,0
Netherlands,Brazil,0
Netherlands,China,0
Netherlands,Chile,0
Netherlands,Canada,0
Netherlands,Columbia,0
Netherlands,Czech_Republic,0
Netherlands,Denmark,0
Netherlands,Finland,0
Netherlands,France,0
Netherlands,Germany,0
Netherlands,Hong_Kong,0
Netherlands,Hungary,0
Netherlands,Indonesia,0
Netherlands,India,0
Netherlands,Italy,0
Netherlands,Japan,0
Netherlands,Korea,0
Netherlands,Mexico,0
Netherlands,Netherlands,0
Netherlands,Norway,0
Netherlands,Puerto_Rico,0
Netherlands,Poland,0
Netherlands,Portugal,0
Netherlands,Russia,0
Netherlands,South_Africa,0
Netherlands,Singapore,0
Netherlands,Spain,0
Netherlands,Sweden,0
Netherlands,Switzerland,0
Netherlands,Turkey,0
Netherlands,UAE,0
Netherlands,Ukraine,0
Netherlands,United_Kingdom,677214
Netherlands,United_States,0
Norway,Argentina,0
Norway,Australia,0
Norway,Belgium,0
Norway,Brazil,0
Norway,China,0
Norway,Chile,0
Norway,Canada,0
Norway,Columbia,0
Norway,Czech_Republic,0
Norway,Denmark,0
Norway,Finland,0
Norway,France,0
Norway,Germany,0
Norway,Hong_Kong,0
Norway,Hungary,0
Norway,Indonesia,0
Norway,India,0
Norway,Italy,0
Norway,Japan,0
Norway,Korea,0
Norway,Mexico,0
Norway,Netherlands,0
Norway,Norway,0
Norway,Puerto_Rico,0
Norway,Poland,0
Norway,Portugal,0
Norway,Russia,0
Norway,South_Africa,0
Norway,Singapore,0
Norway,Spain,0
Norway,Sweden,137243
Norway,Switzerland,0
Norway,Turkey,0
Norway,UAE,0
Norway,Ukraine,0
Norway,United_Kingdom,95885
Norway,United_States,0
Puerto_Rico,Argentina,0
Puerto_Rico,Australia,0
Puerto_Rico,Belgium,0
Puerto_Rico,Brazil,0
Puerto_Rico,China,0
Puerto_Rico,Chile,0
Puerto_Rico,Canada,0
Puerto_Rico,Columbia,0
Puerto_Rico,Czech_Republic,0
Puerto_Rico,Denmark,0
Puerto_Rico,Finland,0
Puerto_Rico,France,0
Puerto_Rico,Germany,0
Puerto_Rico,Hong_Kong,0
Puerto_Rico,Hungary,0
Puerto_Rico,Indonesia,0
Puerto_Rico,India,0
Puerto_Rico,Italy,0
Puerto_Rico,Japan,0
Puerto_Rico,Korea,0
Puerto_Rico,Mexico,0
Puerto_Rico,Netherlands,0
Puerto_Rico,Norway,0
Puerto_Rico,Puerto_Rico,0
Puerto_Rico,Poland,0
Puerto_Rico,Portugal,0
Puerto_Rico,Russia,0
Puerto_Rico,South_Africa,0
Puerto_Rico,Singapore,0
Puerto_Rico,Spain,0
Puerto_Rico,Sweden,0
Puerto_Rico,Switzerland,0
Puerto_Rico,Turkey,0
Puerto_Rico,UAE,0
Puerto_Rico,Ukraine,0
Puerto_Rico,United_Kingdom,0
Puerto_Rico,United_States,312617
Poland,Argentina,0
Poland,Australia,0
Poland,Belgium,0
Poland,Brazil,0
Poland,China,0
Poland,Chile,0
Poland,Canada,0
Poland,Columbia,0
Poland,Czech_Republic,0
Poland,Denmark,0
Poland,Finland,0
Poland,France,0
Poland,Germany,0
Poland,Hong_Kong,0
Poland,Hungary,0
Poland,Indonesia,0
Poland,India,0
Poland,Italy,0
Poland,Japan,0
Poland,Korea,0
Poland,Mexico,0
Poland,Netherlands,0
Poland,Norway,0
Poland,Puerto_Rico,0
Poland,Poland,0
Poland,Portugal,0
Poland,Russia,0
Poland,South_Africa,0
Poland,Singapore,0
Poland,Spain,0
Poland,Sweden,0
Poland,Switzerland,0
Poland,Turkey,0
Poland,UAE,0
Poland,Ukraine,0
Poland,United_Kingdom,144554
Poland,United_States,0
Portugal,Argentina,0
Portugal,Australia,0
Portugal,Belgium,0
Portugal,Brazil,0
Portugal,China,0
Portugal,Chile,0
Portugal,Canada,0
Portugal,Columbia,0
Portugal,Czech_Republic,0
Portugal,Denmark,0
Portugal,Finland,0
Portugal,France,0
Portugal,Germany,0
Portugal,Hong_Kong,0
Portugal,Hungary,0
Portugal,Indonesia,0
Portugal,India,0
Portugal,Italy,0
Portugal,Japan,0
Portugal,Korea,0
Portugal,Mexico,0
Portugal,Netherlands,0
Portugal,Norway,0
Portugal,Puerto_Rico,0
Portugal,Poland,0
Portugal,Portugal,0
Portugal,Russia,0
Portugal,South_Africa,0
Portugal,Singapore,0
Portugal,Spain,0
Portugal,Sweden,0
Portugal,Switzerland,0
Portugal,Turkey,0
Portugal,UAE,0
Portugal,Ukraine,0
Portugal,United_Kingdom,31404
Portugal,United_States,0
Russia,Argentina,0
Russia,Australia,0
Russia,Belgium,0
Russia,Brazil,0
Russia,China,0
Russia,Chile,0
Russia,Canada,0
Russia,Columbia,0
Russia,Czech_Republic,0
Russia,Denmark,0
Russia,Finland,0
Russia,France,0
Russia,Germany,0
Russia,Hong_Kong,0
Russia,Hungary,0
Russia,Indonesia,0
Russia,India,0
Russia,Italy,0
Russia,Japan,0
Russia,Korea,0
Russia,Mexico,0
Russia,Netherlands,0
Russia,Norway,0
Russia,Puerto_Rico,0
Russia,Poland,0
Russia,Portugal,0
Russia,Russia,0
Russia,South_Africa,0
Russia,Singapore,0
Russia,Spain,0
Russia,Sweden,0
Russia,Switzerland,0
Russia,Turkey,0
Russia,UAE,0
Russia,Ukraine,0
Russia,United_Kingdom,895191
Russia,United_States,0
South_Africa,Argentina,0
South_Africa,Australia,0
South_Africa,Belgium,0
South_Africa,Brazil,0
South_Africa,China,0
South_Africa,Chile,0
South_Africa,Canada,0
South_Africa,Columbia,0
South_Africa,Czech_Republic,0
South_Africa,Denmark,0
South_Africa,Finland,0
South_Africa,France,0
South_Africa,Germany,0
South_Africa,Hong_Kong,0
South_Africa,Hungary,0
South_Africa,Indonesia,0
South_Africa,India,0
South_Africa,Italy,0
South_Africa,Japan,0
South_Africa,Korea,0
South_Africa,Mexico,0
South_Africa,Netherlands,0
South_Africa,Norway,0
South_Africa,Puerto_Rico,0
South_Africa,Poland,0
South_Africa,Portugal,0
South_Africa,Russia,0
South_Africa,South_Africa,0
South_Africa,Singapore,0
South_Africa,Spain,0
South_Africa,Sweden,0
South_Africa,Switzerland,0
South_Africa,Turkey,0
South_Africa,UAE,0
South_Africa,Ukraine,0
South_Africa,United_Kingdom,125867
South_Africa,United_States,0
Singapore,Argentina,0
Singapore,Australia,0
Singapore,Belgium,0
Singapore,Brazil,0
Singapore,China,0
Singapore,Chile,0
Singapore,Canada,0
Singapore,Columbia,0
Singapore,Czech_Republic,0
Singapore,Denmark,0
Singapore,Finland,0
Singapore,France,0
Singapore,Germany,0
Singapore,Hong_Kong,1284993
Singapore,Hungary,0
Singapore,Indonesia,0
Singapore,India,0
Singapore,Italy,0
Singapore,Japan,0
Singapore,Korea,0
Singapore,Mexico,0
Singapore,Netherlands,0
Singapore,Norway,0
Singapore,Puerto_Rico,0
Singapore,Poland,0
Singapore,Portugal,0
Singapore,Russia,0
Singapore,South_Africa,0
Singapore,Singapore,569262
Singapore,Spain,0
Singapore,Sweden,0
Singapore,Switzerland,0
Singapore,Turkey,0
Singapore,UAE,0
Singapore,Ukraine,0
Singapore,United_Kingdom,0
Singapore,United_States,0
Spain,Argentina,0
Spain,Australia,0
Spain,Belgium,0
Spain,Brazil,0
Spain,China,0
Spain,Chile,0
Spain,Canada,0
Spain,Columbia,0
Spain,Czech_Republic,0
Spain,Denmark,0
Spain,Finland,0
Spain,France,0
Spain,Germany,0
Spain,Hong_Kong,0
Spain,Hungary,0
Spain,Indonesia,0
Spain,India,0
Spain,Italy,0
Spain,Japan,0
Spain,Korea,0
Spain,Mexico,0
Spain,Netherlands,0
Spain,Norway,0
Spain,Puerto_Rico,0
Spain,Poland,0
Spain,Portugal,0
Spain,Russia,0
Spain,South_Africa,0
Spain,Singapore,0
Spain,Spain,0
Spain,Sweden,0
Spain,Switzerland,0
Spain,Turkey,0
Spain,UAE,0
Spain,Ukraine,0
Spain,United_Kingdom,353427
Spain,United_States,210999
Sweden,Argentina,0
Sweden,Australia,0
Sweden,Belgium,0
Sweden,Brazil,0
Sweden,China,0
Sweden,Chile,0
Sweden,Canada,0
Sweden,Columbia,0
Sweden,Czech_Republic,0
Sweden,Denmark,0
Sweden,Finland,0
Sweden,France,0
Sweden,Germany,0
Sweden,Hong_Kong,0
Sweden,Hungary,0
Sweden,Indonesia,0
Sweden,India,0
Sweden,Italy,0
Sweden,Japan,0
Sweden,Korea,0
Sweden,Mexico,0
Sweden,Netherlands,0
Sweden,Norway,0
Sweden,Puerto_Rico,0
Sweden,Poland,0
Sweden,Portugal,0
Sweden,Russia,0
Sweden,South_Africa,0
Sweden,Singapore,0
Sweden,Spain,0
Sweden,Sweden,0
Sweden,Switzerland,0
Sweden,Turkey,0
Sweden,UAE,0
Sweden,Ukraine,0
Sweden,United_Kingdom,551725
Sweden,United_States,0
Switzerland,Argentina,0
Switzerland,Australia,0
Switzerland,Belgium,0
Switzerland,Brazil,0
Switzerland,China,0
Switzerland,Chile,0
Switzerland,Canada,0
Switzerland,Columbia,0
Switzerland,Czech_Republic,0
Switzerland,Denmark,0
Switzerland,Finland,0
Switzerland,France,0
Switzerland,Germany,0
Switzerland,Hong_Kong,0
Switzerland,Hungary,0
Switzerland,Indonesia,0
Switzerland,India,0
Switzerland,Italy,0
Switzerland,Japan,0
Switzerland,Korea,0
Switzerland,Mexico,0
Switzerland,Netherlands,0
Switzerland,Norway,0
Switzerland,Puerto_Rico,0
Switzerland,Poland,0
Switzerland,Portugal,0
Switzerland,Russia,0
Switzerland,South_Africa,0
Switzerland,Singapore,0
Switzerland,Spain,0
Switzerland,Sweden,0
Switzerland,Switzerland,0
Switzerland,Turkey,0
Switzerland,UAE,0
Switzerland,Ukraine,0
Switzerland,United_Kingdom,0
Switzerland,United_States,37166
Turkey,Argentina,0
Turkey,Australia,0
Turkey,Belgium,0
Turkey,Brazil,0
Turkey,China,0
Turkey,Chile,0
Turkey,Canada,0
Turkey,Columbia,0
Turkey,Czech_Republic,0
Turkey,Denmark,0
Turkey,Finland,0
Turkey,France,0
